loc,lon,lat
the goloivin,NA,NA
the ground he,NA,NA
the hartley hill,NA,NA
the heilbron and,NA,NA
the hiddelburg district,NA,NA
the hliddle,NA,NA
the ifatar,NA,NA
the immediate vicinity,NA,NA
the innebah district,NA,NA
the island of,NA,NA
the island oi,NA,NA
the islands of,NA,NA
the isle of,NA,NA
the islmd of,NA,NA
the ivory coast,-5.54708,7.539989
the jora district,NA,NA
the jos and,NA,NA
the js and,NA,NA
the jumbil river,NA,NA
the kabligatti line,NA,NA
the khotsk region,NA,NA
the kiuta district,NA,NA
the klerksdorp,NA,NA
the klon,NA,NA
the knruman district,NA,NA
the knysna district,NA,NA
the komati district,NA,NA
the kuruman district,NA,NA
the lomagundi district,NA,NA
the lydenburg district,30.447285,-25.0815817
the malay,NA,NA
the malay peninsula,NA,NA
the malay states,NA,NA
the mazoe district,NA,NA
the mejicanu,NA,NA
the middelburg district,NA,NA
the moodie company,NA,NA
the myersville district,NA,NA
the nassurnwa district,NA,NA
the neighbourhood of,NA,NA
the neraguta and,NA,NA
the new vaal,NA,NA
the newcastle,NA,NA
the north,NA,NA
the obuassl,NA,NA
the ofiin and,NA,NA
the ohoco district,NA,NA
the okhotsk region,NA,NA
the oloncurry district,NA,NA
the orange river,NA,NA
the ottoman empire,NA,NA
the parish of,-95.9722355,36.1400664
the parishes of,NA,NA
the past summer,NA,NA
the peninsula of,NA,NA
the portuguese territory,NA,NA
the possession of,NA,NA
the province of,NA,NA
the provinces of,NA,NA
the provinoe of,NA,NA
the randt,NA,NA
the reeuay mining,NA,NA
the river,NA,NA
the russian empire,NA,NA
the rutherglen goldfield,NA,NA
the same distr,NA,NA
the same district,37.8087693,-4.1336927
the same neighbourhood,NA,NA
the sefwi district,NA,NA
the semipalatinsk,NA,NA
the somipalatinsk,NA,NA
the south african,NA,NA
the southern sudan,NA,NA
the st,NA,NA
the state of,NA,NA
the sudbury district,NA,NA
the talug,NA,NA
the taluq of,NA,NA
the tana or,NA,NA
the tarkwa and,NA,NA
the tarkwa district,NA,NA
the territories of,NA,NA
the territory of,NA,NA
the tranbvaal,NA,NA
the trans,NA,NA
the transvaal,NA,NA
the trausvaal,NA,NA
the tsle of,NA,NA
the urals,59.1619065,60.2784931
the vicinity of,NA,NA
the victoria district,NA,NA
the wassau district,NA,NA
the water,NA,NA
the waterberg district,28.299435,-23.9747849
the west,NA,NA
the west and,NA,NA
the west coast,NA,NA
the west const,NA,NA
the winncbah district,NA,NA
the witwatersrand,NA,NA
the witwatersrand district,NA,NA
the witwatersrand distriot,NA,NA
the wsssnu district,NA,NA
the wvnaad,NA,NA
the wynaad,NA,NA
the wynaad district,NA,NA
the wynaad field,NA,NA
the yana or,NA,NA
the yaua or,NA,NA
the yenissei district,NA,NA
the yilgarn district,NA,NA
the yuan,NA,NA
the yuan or,NA,NA
the yukon,NA,NA
the yukon district,NA,NA
the zambesia,NA,NA
the zoutpansberg,NA,NA
the zoutpansberg diet,NA,NA
the zoutpansberg district,NA,NA
their estates,NA,NA
their own name,NA,NA
theurals,NA,NA
this,NA,NA
this golufield,NA,NA
tho,NA,NA
tho bauchi tinficld,NA,NA
tho de kaap,NA,NA
tho gold coast,NA,NA
tlieir estates,NA,NA
travancore,NA,NA
tribute,NA,NA
trinidad,-61.222503,10.691803
tuolnmne county,NA,NA
tuolumw,NA,NA
u,NA,NA
upper burmah,NA,NA
utah,NA,NA
various districts,NA,NA
veneiue a,NA,NA
very advantageous,NA,NA
victoria,NA,NA
victoria is well,NA,NA
w,NA,NA
wales and ireland,NA,NA
wassau district,NA,NA
weet africa,NA,NA
west,NA,NA
west afr,NA,NA
west africa,NA,NA
west africa and,NA,NA
west africa have,NA,NA
west africa or,NA,NA
west africa was,NA,NA
west africaz io,NA,NA
west afrioa,NA,NA
wester,NA,NA
western australia,NA,NA
westphalia and dnchy,NA,NA
westphalia and duchy,NA,NA
wgypt,NA,NA
which your corporation,NA,NA
will,NA,NA
wost africa was,NA,NA
xigeiia,NA,NA
NA,NA,NA
