id,year,text,ciarfn,company,ciarfn2
54940,1888,"IVY REEF GOLD MINING COMPANY, LIMITED.",Ivy Reef Gold Mining Company,IVY REEF GOLD MINING COMPANY,Ivy Reef Gold Mining Company
630811,1913,MISCELLANEOI S COMPANIES. 803,Iyallb And Piak,MISCELLANEOI COMPANIES IYALLB AND PIAK,Iyallb And Piak
657783,1914,JACEN SYNDICATE. LIMITED.,Jacen Syndicate Limited,JACEN SYNDICATE LIMITED,Jacen Syndicate Limited
168851,1894,"JACKSON GOLDFIELDS, LIMITED.",Jackson Goldfields Limited,JACKSON GOLDFIELDS LIMITED,Jackson Goldfields Limited
319664,1908,"The authorised capital is £250,000. in 10,000 five per cent, cumulative ference shares of £10 each and 1,500 ordinary shares of £100 each; all preference and 1,000 ordinary shares have been issued credited as fally-paid. accoun ts received. JACKSON S STONE QUARRIES, LIMITED. Directors.",Jackson Stone Quarries Limited James,JACKSON STONE QUARRIES LIMITED,Jackson Stone Quarries Limited James
556948,1912,"JACKTREES MINING COMr NYTXlMITED. Directors Qualification 300 shares . J. A. Jack on. I J. V. Pattinsim. | .T. Huntrods. | R. Hartley. I J. B. Kitchen. Manager and Becretary and Offices W. W. Carson, Egrcuiont, Cumberland.",Jacktrees Mining Limited,JACKTREES MINING COMR NYTXRMITED,Jacktrees Mining Limited
319671,1908,JACOB VAUGHAN AND COMPANY. LIMITED.,Jacob Vaughan And Companyi Limited,JACOB VAUGHAN AND COMPANY LIMITED,Jacob Vaughan And Company Limited
335960,1909,"Fobrnary4th, and Id. per Bhare March 3rd, 1908. J JACOLETTI GOLD MINES. LIMITED.",Jacoletti Gold Mines Limited,JACOLETTI GOLD MINES LIMITED,Jacoletti Gold Mines Limited
294781,1908,"Exploration Co., Ltd. Aooonnts not published. JAGE RS FOTiTETNlN EWTM I N I N G AN D EXPL. CO., LTD.",Jage Fotitetnin Ewtm Expl Limited,JAGE FOTITETNIN EWTM EXPL LIMITED,Jage Fotitetnin Ewtm Expl Limited
121172,1891,JAGEHSFONTEIN MINE AND E8TATE,Jagehsfontein Mine And Ebtate,JAGEHSFONTEIN MINE AND EBTATE,Jagersfontein Mine And Estate Company
405488,1910,"JAGERfcTONTEIN NEWj INGj ND EXPL. CO., LTD.",Jagerfctontein Newf Ingf Expl Limited,JAGERFCTONTEIN NEWF INGF EXPL LIMITED,Jagersfontein New Mining And Expl
1050453,1921,JAGERSFEDNTEIN NEW MINING AND EXPL. CO LTD.,Jagersfedntein New Mining And Expl,JAGERSFEDNTEIN NEW MINING AND EXPL,Jagersfontein New Mining And Expl
467481,1911,JAGERSFO NfEI N N E WTM INI N G A N D E X PC COTTlTDT,Jagersfo Nfei Wtm Ini Cottltdt,JAGERSFO NFEI WTM INI COTTLTDT,Jagersfontein New Mining And Expl
85178,1889,JAGERSFONTEIN AND SOUTH AFRICAN DIAMOND,Jagersfontein Mine And Estate Company,JAGERSFONTEIN MINE AND ESTATE COMPANY,Jagersfontein Mine And Estate Company
235494,1895,"JAGERSFONTEIN MINE AND ESTATE COMPANY,",Jagersfontein Mine And Estate Limited,JAGERSFONTEIN MINE AND ESTATE COMPANY,Jagersfontein Mine And Estate Limited
528381,1912,"JAGERSFONTEIN NEW MINING AND EXPL. CO., LTD.",Jagersfontein Newlminingwand Expl Cojlimited Vsce,JAGERSFONTEIN MINE AND ESTATE LIMITED,Jagersfontein New Mining And Expl
54990,1888,"JAGERSFONTEIN UNITED MINING COMPANY,",Jagersfontein United Mining Company,JAGERSFONTEIN UNITED MINING COMPANY,Jagersfontein United Mining Company
319674,1908,"JALISCO MEXICAN MINING SYNDICATE. LIMITED. Directors A. Firth, Chairman; R. T. Harper ; C. C. Wyllie.",Jalisco Mexican Mining Syndicate Limited,JALISCO MEXICAN MINING SYNDICATE LIMITED,Jalisco Mexican Mining Syndicate Limited
434611,1910,JAM ES DUNLdP AND CO.. LTMiTEDTDirectors,Jam Dunldp And Ltmdtedtddr,JAM DUNLDP AND LTMDTEDTDDR,Jam Dunldp And Ltmdtedtddr
624327,1913,JAMAICA SYNDICATE. LIMITED.,Jamaica Syndicate Limited,JAMAICA SYNDICATE LIMITED,Jamaica Syndicate Limited
262626,1903,"JAMANGALUM SYNDICATE, LIMITED.",Jamangalum Syndicate Limited,JAMANGALUM SYNDICATE LIMITED,Jamangalum Syndicate Limited
319701,1908,"JAMES AND EMANUEL, LIMITED.",James And Emanuel Limited,JAMES AND EMANUEL LIMITED,James And Emanuel Limited
262643,1903,JAMES CBI I CHLEY,James Cbi Chley,JAMES CBI CHLEY,James Critchley And Sons Limited
262640,1903,JAMES CRITCHLEY AND isous. LIMITED.,James Critchley And Sons Limited,JAMES CRITCHLEY AND LIMITED,James Critchley And Sons Limited
624335,1913,JAMES CTIQ ITCH LEY AN,James Ctiq Itch Ley Son,JAMES CTIQ ITCH LEY SON,James Critchley And Sons Limited
1009123,1920,JAMES DUNLOP AND CO.,James Dunlop And Limited,JAMES DUNLOP AND,James Dunlop And Limited
1092185,1922,JAMES DUNLOP AND CO.,James Dunlopmand Limited,JAMES DUNLOP AND LIMITED,James Dunlop And Limited
116401,1891,t JAMES HOOK.,James Hook John Whitlark,JAMES HOOK JOHN WHITLARK,James Hook John Whitlark
262681,1903,JAMES JOICEY AND COMPANY. LIMITED.,James Joicey And Companyttjmited,JAMES JOICEY AND COMPANY LIMITED,James Joicey And Company
924995,1918,"JAMES JOICEY AND CO., LTD. Directors.",James Joiciiy And Limited,JAMES JOICEY AND LIMITED,James Joicey And Company
1133628,1923,JAMES DU N LOP AN DWCO LTD.,James Lop Dwco Limited,JAMES LOP DWCO LIMITED,James Dunlop And Limited
1009188,1920,JAMES NIMMO AND IQ,James Nimmo And Company Limited,JAMES NIMMO AND,James Nimmo And Company Limited
495187,1911,JAMES NIMMO AND COMPANY,James Nimmo And Company Limtited,JAMES NIMMO AND COMPANY LIMITED,James Nimmo And Company Limited
925017,1918,"JAMES NIMMO AND CO. coniinued. ,",James Nimmo And Pan Limited,JAMES NIMMO AND LIMITED,James Nimmo And Company Limited
557039,1912,JAMES NIUMO AND COMPAWY,James Niumo And Compawy,JAMES NIUMO AND COMPAWY,James Nimmo And Company Limited
434666,1910,"Transfer form, co mmon ; fee, 2a. 6d. Latest, price, pref., 9 , 9 ; ord., i , 10J. JAMES PAIN, LiM ITED.",James Pain Limited,JAMES PAIN ITED,James Pain Limited
116288,1891,"JAMES, SAMUEL",James Samuel Lambert William Edward,JAMES SAMUEL LAMBERT WILLIAM EDWARD,James Samuel Lambert William Edward
638641,1913,"Nos. I to 20,107. Latest price. 0rd.. 1, . 1 . ST. JAMES SYNDICATE. LIMITED",James Syndicate Limited,JAMES SYNDICATE LIMITED,James Syndicate Limited
624350,1913,JAMESTVDUNLJOP AND CO.. LIMITED.,Jamestvdunljop And Limited,JAMESTVDUNLJOP AND LIMITED,James Dunlop And Limited
335982,1909,"JAMIESON S FREEHOLD GOLD MINING SYND., LTD.",Jamieson Freehold Gold Mining Syndicate,JAMIESON FREEHOLD GOLD MINING SYNDICATE,Jamieson Freehold Gold Mining Syndicate
585779,1913,"JANTAR NIGERIA COMPANY, LIMITED.",Jantar Nigeria Company Limited,JANTAR NIGERIA COMPANY LIMITED,Jantar Nigeria Company Limited
925054,1918,JANTAR NIGERIA CO.. LTD.,Jantar Nigeria Limited,JANTAR NIGERIA LIMITED,Jantar Nigeria Company Limited
319769,1908,JAPAN FINANCIAL SYNDICATE. LIMITED.,Japan Financlallsxllqiqate Limited,JAPAN FINANCIAL SYNDICATE LIMITED,Japan Financial Syndicate Limited
319772,1908,"each i 14,472 shares are issned and fnlly paid. No acoonnts received. JAPANESE AND EASTERN CORPORATION. LTD. Trustees for Debenture Stock Holders. Lord Snffield, P.C., G.C.V.O., K.C.B. | Sir Richard C. Temple, Bart, C.I.K. Directors Qualification. £ 260 . Frederic W. Coles. | Charles G. Lowe. | Sir Thomas D. Pile, Bart., D.L., J.P. Sir Richard 0. Temple, Bart., CLE. | Sir William H. Treacher, K.C.M.G. John W. Taylor, Managing. Bankers Hong-Kong & Shanghai Banking Corporation ; National Provincial Bank of England, Ltd. Solicitors Ashurst, Morris, Crisp Co. | eVuditors Deloitte, Plender, Griffiths & Co. Seoretary and Offices Geo. T. Broadbridge, F.C.I.S., 62, London Wall, E.C. N.T.,7i Wall. This company was registered Jane 23rd, 1905, to carry on a general financial investment and trust business in Japan and the Far East ; to acquire mining and other concessions, Ac. The authorised capital is £50 000, in 50,000 shares of £1 each ; all the shares are issued and fully paid. In October, 1905, £1,000,000 profit-Bharing perpetual debenture stock was offered for public subscription at 26 per cent, premium ; holders of debenture stock are entitled to 5J per cent, cumulative interest and to one moiety of balance of net profits available for dividend in any one year after 10 per cent, of net profits has been Bet aside for reserve ; the ordinary shares take the other m- iety ; the repayment of the stock at 25 per cent, premium is insured by Norwich Union Society s policy for capital redemption ; £97,512 is issned. The accounts to June 27th, 1907, submitted November 14th, 1907, showed a loss of £2,228 carried forward ; cash £8,748, debtors £12,934, investments at ooBt £44,261, loans and interest £16,796 ; creditors £2,224, debenture interest accrued to date and unclaimed interest £1,849. The 5th December, 1906, was appointed settling day in shares Nos. 1 to 50,000 and in £105,432 profit sharing debenture stock. JAVALI GOLD MINE AND TRADING CO., LTD. Directors Qualification, 2,000 shares £200 . Francis V. E. Ferrier, Chairman. | G. W. Lloyd. I Pericles Freme-Nassif. Manager in Nicaragua W. H. 8. Grigsby, Javali Gold Mine, Chontales District. Assistant Manager Gordon R. Roger. Solicitors Russell 4 Arnholz. I Bankers Robarts, Lubbock it Co. Auditors Wederell A Co. Secretaries and Offices Bordier & Co., 6 & 8, Eastcheap, E.C. Telegrams : Bordier, London. N.T., 2368 Avenue. This company was registered on August 21st, 1899, to acquire the Javali Gold Mine property, 3,600 acres now freehold , in the Chontales district of Nicaragua, formerly worked by the Javali Co., Ltd. tee vol. for 1900 . The consideration was £40,000, paid £6,000 in cash and £34,000 in 340,000 fully-paid shares. Thirty stamps are ereoted, and crashing is in progress. The authorised capital is £50,000 in 500,000 shares of 2s. each ; 402,920 shares £40,292 are issued and fully paid, including vendors shares. The accounts for year ended December 31st, 1904, submitted July 18th, 1905, bowed £624 debit balance ; bullion sales £2,789. No later acoonnts received. Transfer form, common ; fee, 2s. 6d- JEHER HYDRAULIC TIN MINING COMPANY. LTD. L. Chow Direotors. Thye. I L. Chow Kit. | D. G. Robertson. | A. Gray. Seoretary and Offices James Robertson, F.C.I.8., 213, George Street, Aberdeen. This company was registered in Edinburgh August 4th, 1905, to adopt an agreement with the Jeher Mining Bynd., and to deal with mines in the State of Selangor, Federated Malay States. The consideration was £26,600, in fully-paid shares. Two dividends have been paid, including 10 per cent, for 1906. The authorised oapital is £30,000, in 30,000 fully- paid shares of £1 each. 01hn b oWes and Partners, limited.",Japanese And Eastern Corporation Limited,JAPANESE AND EASTERN CORPORATION LIMITED,Japanese And Eastern Corporation Limited
495193,1911,"JAPANESE TRUST, LIMITED.",Japanese Trust Limited,JAPANESE TRUST LIMITED,Japanese Trust Limited
248301,1903,JAPPA GOLD MINES. LIMITED.,Jappa Gold Mines Limited,JAPPA GOLD MINES LIMITED,Jappa Gold Mines Limited
11283,1887,"JARVIS SILVER MINING COMPANY,",Jarvis Silver Mining Company Limited,JARVIS SILVER MINING COMPANY,Jarvis Silver Mining Company Limited
319666,1908,"JASeCcKreStOarNy SandSTONE QTJAHBIES Offices Johnson Jackson, Edge Fold, Middle Hulton, Bolton, Lanes. This company was registered August 1st, 1903, to acquire the business of",Jasecck Ndstone Qtjahbies,JASECCK NDSTONE QTJAHBIES,Jasecck Ndstone Qtjahbies
528383,1912,"JAURO S Y N D ICATEHOF NIG E R I A , LI MITE D",Jauro Icatehof Nig Mite,JAURO ICATEHOF NIG MITE,Jauro Syndicate Nigeria Limited
467483,1911,"JAURO SYNDICATE OF NIGERIA, LIMITED. Directors Qualification, except first, £100 .",Jauro Syndicate Nigeria Limited,JAURO SYNDICATE NIGERIA LIMITED,Jauro Syndicate Nigeria Limited
11310,1887,"JAVALI COMPANY, LIMITED.",Javali Company Limited,JAVALI COMPANY LIMITED,Javali Company Limited
262737,1903,JAVALI GOLD MINE AND TRADING COMPANY.,Javali Goldhmine And Trading Eft,JAVALI GOLD MINE AND TRADING,Javali Goldhmine And Trading Eft
434679,1910,JAWCRAIG COAL COMPANY. LIMITED.,Jawcraig Coal Company Limited,JAWCRAIG COAL COMPANY LIMITED,Jawcraig Coal Company Limited
168923,1894,JAY HAWK AND LONE PINE CONSOLIDATED,Jay Hawk And Lone Pine,JAY HAWK AND LONE PINE,Jay Hawk And Lone Pine
36820,1888,"JAY HAWK MINING COMPANY, LIMITED.",Jay Hawk Mining Company Limited,JAY HAWK MINING COMPANY LIMITED,Jay Hawk Mining Company Limited
645194,1913,RE JCC AL vLIM ITED.,Jcc Vlim Ited,JCC VLIM ITED,Warwickshire Coal Company Limited
557065,1912,"Transfer form, common ; fee, 2s. 6d. Latest price, pref., 7 ; ord., 7. JEHER HTY DRA i U LI C T I N MININfJ CO M PA NY7 LTD Directors.",Jeher Hty Dra Mininfj Limited,JEHER HTY DRA MININFJ LIMITED,Jeher Hydraulic Tin Mining Company
691712,1914,JEHER HYDRAULIC IIN MINING COMPANY. LTD.,Jeher Hydraulic Tin Mining Company,JEHER HYDRAULIC IIN MINING COMPANY,Jeher Hydraulic Tin Mining Company
585794,1913,"JEMAA EXPLORATION COMPANY, LIMITED",Jemaa Exploration Company Limited,JEMAA EXPLORATION COMPANY LIMITED,Jemaa Exploration Company Limited
1050580,1921,"JEMAA NIGERIA MINING CO-, LTD. Directors LT. Broadhridge; W. S. Duncan; .1. Fairhairn. Secretary and Ofiices S. W. Ramplin, 7-8, Great Winchester Street, E.C. 2.",Jemaa Nigeria Mining Limited,JEMAA NIGERIA MINING LIMITED,Jemaa Nigeria Mining Limited
682343,1914,"T.A.: JENOIITEN, AVE. Tel; LONDON WALL, 4306 3 Ilneo . 035881 Waltorn Unlon, A 8.0. 5th Edn.",Jenoiiten Ave London Wall Hisoelzaneous,JENOIITEN AVE LONDON WALL HISOELZANEOUS,Jenoiiten Ave London Wall Hisoelzaneous
691715,1914,JEWEL-DENERO MINE S. LIMITED.,Jewel Denero Mines Limited,JEWEL DENERO MINE LIMITED,Jewel Denero Mines Limited
262760,1903,"JEWEL GOLD MINES, LIMITED.",Jewel Gold Mines Limited,JEWEL GOLD MINES LIMITED,Jewel Gold Mines Limited
557073,1912,"a profit of £281 reducing debit bal nce to £569 ; cash £106 ; creditors £6,976. JEWEL SYNDICATE, LIMITEa",Jewel Syndicate Limiteu,JEWEL SYNDICATE LIMITEA,Jewel Syndicate Limiteu
1009112,1920,"JiAGERST ONTElN NEW MINING AND EXPL. 00.. LTD. 7 See New Jagersfonfezn Mim ng and Exploriifio n Co., Ltd.",Jiagerst Onteln New Mining And,JIAGERST ONTELN NEW MINING AND,Jagersfontein New Mining And Expl
1092315,1922,JIBUTIL ANAN I APUB,Jibutil Anantapur Gold Mines Limited,JIBUTIL ANAN APUB,Jibutil Gold Mines Aflantapur Limited
691773,1914,"Transfer form. common; fee, 2s. 6d. JIBUTIL GOLD MINES Of AflANTAPUR, LIMITED.",Jibutil Gold Mines Aflantapur Limited,JIBUTIL GOLD MINES AFLANTAPUR LIMITED,Jibutil Gold Mines Aflantapur Limited
557095,1912,"miscellaneous companies. 789 JIBUTSeILcretQarOyLDan-odonOtffiiuceuse d. V. L. Bayley, S and 6, Queen Street Place, E.C. This Tele, rams : C o. Rolyat, London. Phone t 277 Bank. company was registered Jane 16th, 1911, to acquire, as a going concern, certain auriferous properties, known as the Jibutil Block, 3 miles long, and about one mile broad, situate in the Dharmavaram Tabig, District of Anan tapur, Madras Presidency, India. The consideration was £148,000, payable £8,000 in cash, and the nalanee in fully-paid shares. The company was pro moted by the vendorp, the Nundidroog Co., Ltd. The properties had been developed and worked by thl Anantapur Gold Field, Limited, and the Nundy- dreog Co., Ltd., and five shafts have been sunk ; a new vertieal Bhaft is being sunk. Estimated ore reserves at Jane 1st, 19ll, 28,000 tons, average 11 dwts. of gold per ton. A reduction plant, oapable of treating from 1,500 to 2,000 tons per month, is to be erected.",Jibutseiler Roylder Jicaro Gold Estates,JIBUTSEILER ROYLDER JICARO GOLD ESTATES,Jicaro Gold Estates Limited
624522,1913,JICARO GOLD ESIATES. LIMITED.,Jicaro Gold Estates Limited,JICARO GOLD ESIATES LIMITED,Jicaro Gold Estates Limited
645224,1913,JIISCI . I. I. .4 . £ 1 3 H.IH A XII-IS. l I 3,Jiisci Xii Wabwickbhibe Coal,JIISCI XII WABWICKBHIBE COAL,Jiisci Xii Wabwickbhibe Coal
279885,1908,"JIRNKEE GOLD MINING COMPANYTXlMiTEb. Directors Qualification, 400 shares £100 .",Jirnkee Gold Mining Companytxlmitel,JIRNKEE GOLD MINING COMPANYTXLMITEL,Jirnkee Gold Mining Company
1055957,1921,JITIIIIIHIIIIHIIIIIIIIIIIIIIIIIIIIIllllllllllllliIIIIIHIIIIIIIHIIIIIIIIIIIIIIIIHIII|llIIIIHIIHIHIIIHHHIIHIIIIIIHIIIIIIHIIIIIIIIIIIIHIIHIHIIIIHIIIIIIII HIHIIIIHIIIIHIIIIIIIIIIIIHIIIIHHIIHIIIIIIIIIIHIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,Jitiiiiihiiiihiiiiiiiiiiiiiiiiiiiiill Liiiiiihiiiiiiihiiiiiiiiiiiiiiiihiii Liiiiihiihihiiihhhiihiiiiiihiiiiiihiiiiiiiiiiiihiihihiiiihiiiiiiii Hihiiiihiiiihiiiiiiiiiiiihiiiihhiihiiiiiiiiiihiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,JITIIIIIHIIIIHIIIIIIIIIIIIIIIIIIIIILL LIIIIIIHIIIIIIIHIIIIIIIIIIIIIIIIHIII LIIIIIHIIHIHIIIHHHIIHIIIIIIHIIIIIIHIIIIIIIIIIIIHIIHIHIIIIHIIIIIIII HIHIIIIHIIIIHIIIIIIIIIIIIHIIIIHHIIHIIIIIIIIIIHIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,Na
319295,1908,"Transfer form, common ; fee, 2s 6d. jNCAHUARA DREDGING COMPANY. LIMITED. Directors Qualification, one share . Earl of Banfurly, ChairmMana.nag|ersE . Walden-Vincent. | E. T. L. Williams, J.P John Taylor & Sons. Solicitors Francis & Johnson. j Auditors Cooper & Cooper.",Jncahuara Dredging Company Limited Incahtjaba,JNCAHUARA DREDGING COMPANY LIMITED INCAHTJABA,Jncahuara Dredging Company Limited
586051,1913,JOB TIN AREA NIGEBIA,Job Tin Area Nigebia,JOB TIN AREA NIGEBIA,Job Tin Area Nigebia
121232,1891,JOE S LUCE AND BON ACCORD SHEBA GOLD,Joe Luce And Bon Accord,JOE LUCE AND BON ACCORD,Joe Luce And Bon Accord
55005,1888,JOE S LUCK AND BON ACCORD SHEBA GOLD,Joe Luck And Bon Accord,JOE LUCK AND BON ACCOBD,Joe Luce And Bon Accord
11346,1887,JOE S LUCK & BON ACCORD SHEBA,Joe Luck Bon Accord Sheba,JOE LUCK BON ACCORD SHEBA,Joe Luce And Bon Accord
215822,1895,"JOE S REEFS UNITED SHEBA , LIMITED.",Joe Reefs United Sheba Limited,JOE REEFS UNITED SHEBA LIMITED,Joe Reefs United Sheba Limited
1009439,1920,"JOH N BOWES ÃƒÆ Ã Â NDt PARTNERS, LTD. 1160 are.",Joh Bowes Ã Æ Ã,JOH BOWES Ã Æ Ã,Joh Bowesand Partners Ltd
1050855,1921,JOH N WATSON. LTD.,Joh Watsoni Limited Ooj Mlo,JOH WATSON LIMITED,Joh Watsoni Limited Ooj Mlo
405669,1910,"JOHANN ESBURG LAND, BUILDING L nsTVESTMENT COMPANY LIMITED.",Johann Esburg Land Building investment,JOHANN ESBURG LAND BUILDING NSTVESTMENT,Johann Esburg Land Building Investment
215861,1895,J0HANNE8BEBG AND BAST AFRICAN- oontiuued.,Johannebbebg And Bast African,JOHANNEBBEBG AND BAST AFRICAN,Johanneburg And East African
1009352,1920,JOHANNES BURG CON SOLIDATED contlnued.,Johannes Burg consolidated,JOHANNES BURG CON SOLIDATED,Johannesburg Consolidated
585968,1913,JOHANNES EURG FOREST,Johannes Eurg Forest,JOHANNES EURG FOREST,Johannesburg Forest
36833,1888,"JOHANNES MINE, LIMITED.",Johannes Mine Limited,JOHANNES MINE LIMITED,Johannes Mine Limited
528412,1912,"JOHANNESB URG CONSOLI D ATEriTlWESt7i4ENT COMPANY, LIMITED.",Johannesb Urg Consoli Ateritlwesr Ent,JOHANNESB URG CONSOLI ATERITLWESR ENT,Johannesb Urg Consoli Ateritlwesr Ent
215857,1895,JOHANNESBERG AND EAST AFRICAN,Johannesberg And East African Exploration,JOHANNESBERG AND EAST AFRICAN EXPLORATION,Johannesberg And East African Exploration
405649,1910,JOHANNESBTJHO GOLD FIELDS,Johannesbtjho Gold Fields,JOHANNESBTJHO GOLD FIELDS,Johannesbtjho Gold Fields
405523,1910,JOHANNESBTTBG CONSOLIDATED INVESTMENT,Johannesbttbg Consolidated Investment,JOHANNESBTTBG CONSOLIDATED INVESTMENT,Johannesburg Consolidated Investment
925164,1918,JOHAN NESBURG CONSOLIDATED INVESTMENT,Johannesburg Consolidated Investm Ent Company,JOHAN NESBURG CONSOLIDATED INVESTMENT,Johannesburg Consolidated Investment
585954,1913,JOHANNESBURG EO REST AND LAND CO. LTD.,Johannesburg Consolidated Investment Compan Limited,JOHANNESBURG CONSOLIDATED INVESTM ENT COMPANY,Johannesburg Consolidated Investment
351333,1909,"JOHANNESBURGCOCMOPANNSY,OLLIIDMAITTEDE.D INVESTMENT",Johannesburg Contract Corporation Limited,JOHANNESBURG CONTRACT CORPORATION LIMITED,Johannesburg Contract Corporation Limited
657978,1914,"JOHANNESBURG EQREST AND LAND CO., LTD.",Johannesburg Eqrest And Land Limited,JOHANNESBURG EQREST AND LAND LIMITED,Johannesburg Eqrest And Land Limited
294896,1908,"JOHANNESBURG ESTATE COMPANY, LIMITED.",Johannesburg Estate Company Limited,JOHANNESBURG ESTATE COMPANY LIMITED,Johannesburg Forest And Land Limited
294929,1908,"J ANNESBURG FOREST AND LAND CO., LTD.",Johannesburg Forest And Land Limited,ANNESBURG FOREST AND LAND LIMITED,Johannesburg Forest And Land Limited
586010,1913,JOHANNESBURG RHO DESIA SY NDICATE LlMl ED.,Johannesburg Gold Fields Limited,JOHANNESBURG GOLD FIELDS LIMITED,Johannesburg Gold Fields Limited
1009413,1920,"JOHANNESBURG GOLD HELD& LTD. Directors Qualification, except first directors, 100 shares .",Johannesburg Gold Held Limited,JOHANNESBURG GOLD HELD LIMITED,Johannesburg Gold Fields Limited
1009418,1920,JOHANNESBURG GOLD FIELDS,Johannesburg Gold Helds Limited,JOHANNESBURG GOLD HELD LIMITED,Johannesburg Gold Fields Limited
235542,1895,JOHANNESBERG AND EAST AFRICAN,Johannesburg Pioneer Gold Mining Company,JOHANNESBERG AND EAST AFRICAN EXPLORATION,Johannesburg Pioneer Gold Mining Company
467643,1911,JOHANNESBURG GOLD FIELDS. LIMITED.,Johannesburg Rhodesia Syndicate Limited,JOHANNESBURG RHODESIA SYNDICATE LIMITED,Johannesburg Rhodesia Syndicate Limited
153540,1893,"JOHANNESBURG WATERWORKS, ESTATE. AND",Johannesburgc Consolid Investment Ompanyi Limited,JOHANNESBURG WATERWORKS ESTATE AND EXPLORATION,Johannesburgc Consolid Investment Company Limited
734843,1915,JOHANNESVBUEG GOLD FIELDS. LIMITED.,Johannesvbueg Gold Fields Limited,JOHANNESVBUEG GOLD FIELDS LIMITED,Johannesburg Gold Fields Limited
375738,1909,JOHN BBOWN AND COMPANY,John Bbown And Company,JOHN BBOWN AND COMPANY,John Brown And Company
262867,1903,"JOHN RoBmsBN AND SON, LIMFED.",John Bmsbn And Son Limfed,JOHN BMSBN AND SON LIMFED,John Brown And Company
319775,1908,JOHN BOWES AND PARTNERS oontinued.,John Bowes Andwpdadrtners Limited,JOHN BOWES AND PARTNERS,John Bowes And Partners Limited
925336,1918,JOHN BOWES NDt,John Bowes Qnd Partners Limited,JOHN BOWES NDT PAR NERS,John Bowes And Partners Limited
1134062,1923,JOHN BROWN AND CO.,John Brown And Company Limited,JOHN BROWN AND,John Brown And Company Limited
495309,1911,JOHN BROWN COMPANY-eontinued.,John Brown Company Limited,JOHN BROWN COMPANY,John Brown And Company Limited
1092503,1922,"JOHN BRQWN AND CO.- half-years ending March 31 and September 30 respectively , concurrently with",John Brqwn And,JOHN BRQWN AND,John Brown And Company Limited
200099,1895,"JOHN BULL GOLD MINING SYNDICATE, LIMITED.",John Bull Gold Mining Syndicate,JOHN BULL GOLD MINING SYNDICATE,John Bull Gold Mining Syndicate
567071,1912,ST. JOHN DEL BET MINING,John Del Bet Mining,JOHN DEL BET MINING,John Del Rey Mining Limited
705131,1914,ST. JOHN DEL RELMINING COMPANY. LIMITED.,John Del Relmining Company Limited,JOHN DEL RELMINING COMPANY LIMITED,John Del Rey Mining Limited
327513,1908,ST. JOHN DEL HEY,John Del Rey,JOHN DEL HEY,John Del Rey Mining Limited
271128,1903,ST. JOHN DEL REY MINING,John Del Rey Mining Limited,JOHN DEL REY MINEG COMPANY,John Del Rey Mining Limited
116400,1891,JOHN GEORGE LESTER.,John George Lester James Hook,JOHN GEORGE LESTER JAMES HOOK,John George Lester James Hook
375740,1909,"Transfer form, common ; fee, 2s. 6d. The shares are quoted in the Official Latest price, preference, 10f, 11; ordinary fully-paid, 1 , lfj; 15s. paid, JOHN HEATH AND COMPANY, LIMITED.",John Heath And Company Ttmtted,JOHN HEATH AND COMPANY LIMITED,John Heath And Company Ttmtted
375748,1909,"JOHN ImORMANTON AND JSONS, LIMITED.",John Imormanton And Jsons Limited,JOHN IMORMANTON AND JSONS LIMITED,John Imormanton And Jsons Limited
969777,1919,"JOHN LANCAS1 :I. 1ER AND CO., LTD. J. rectors. W. Beynon, .T.P., Chairman. I Sir H. M. Jackson, Bart., C.B.E., Vice-Chairman.",John Lancaster Company Limited,JOHN LANCAS AND LIMITED,John Lancaster Company Limited
943251,1918,"ST. JOHN MINES COLORADO , LTD. Directors.",John Mines Colorado Limited,JOHN MINES COLORADO LIMITED,John Mines Colorado Limited
705210,1914,"ST. JOHN MlNES,,, ,COLQRADO , LIMITED.",John Mlnes Colqrado Limited,JOHN MLNES COLQRADO LIMITED,John Mlnes Colqrado Limited
262857,1903,"JOHN NORMANION ANT: so rE, LIMITED.",John Normanton And Sons Limited,JOHN NORMANION ANT LIMITED,John Normanton And Sons Limited
20759,1887,"ST. JOHN D EL REY MINING COMPANY,",John Rey Mining Company Limited,JOHN REY MINING COMPANY,John Rey Mining Company Limited
969790,1919,JOHN SLATER. LTD.,John Slater Limited,JOHN SLATER LIMITED,John Slater Limited
792670,1916,"JoHN SPEAKMAN AND sons, LIMITED. .",John Speakman And Limited,JOHN SPEAKMAN AND LIMITED,John Speakman And Limited
495258,1911,"Transfer form, common ; f3e, 2s. 6d. JOHN-1SROWTFaRB COMPANY, LIMITED.",John Srowtfarb Company Limited,JOHN SROWTFARB COMPANY LIMITED,John Srowtfarb Company Limited
262875,1903,JOHN VARLEY AND 05. LlMlTED.,John Varley And Llmlted,JOHN VARLEY AND LLMLTED,John Varley And Limited
861459,1917,"JOHN VATSON, LIMITED,",John Vatson Limited,JOHN VATSON LIMITED,John Watson Limited
262881,1903,"JOHN XVATSON, LlMlTED.",John Xvatson Llmlted,JOHN XVATSON LLMLTED,John Watson Limited
