"","id","role","name","year","text","loc","lon","lat","company"
"893",572435,"managers","d legshon",1912,"A. M. Thomas. | R. H. Hoare. Mine Managers D. Legshon, Tonyp ndy, and T W. Currey, Glyn, Neath.","london",-0.1277583,51.5073509,"William Percr And Company Limited"
"894",285212,"managers","f lenders",1908,"L. Marx, Chairman. George J. Nesbitt. General Managers F. Lenders & Co., 29, Great St. Helen s, E.C. Secretary and Offloes Alexr. W. Sclandere, 29, Great St. Helen s, B.O. This company was registered February 23rd, 1907, to acquire from F. Lenders &","london",-0.1277583,51.50735,"Abyssinian Development Syndicate Limited"
"895",102462,"engineers","hermann lescher",1891,"Maguire and Mailer. Hermann Lescher. Bainbridge, Seymour, and Co.","london",-0.1277583,51.5073509,"Guadalupe Syndicate Limited"
"896",1043665,"engineers","mordey levin",1921,"Consulting Engineers Mordey and Levin, P2, Victoria Street, S.W. 1.","transvaal",-81.1831,43.23256,"Delagoa Bay Development Corporation Limited"
"897",1085146,"engineers","mordey levin",1922,"- Consulting Engineers Mordey and Levin, 92, Victoria Street, S.W. 1.","transvaal",-81.1831,43.23256,"Delagoa Bay Development Corporation Limited"
"898",1127036,"engineers","mordey levin",1923,"Consulting Engineers-Mordey and Levin. P2, Victoria Street, S.W. 1. General Manager J. Main. Local Oflices Capitania Building, Lourenco Marques.","transvaal",-81.1831,43.23256,"Delagoa Bay Development Corporation Limited"
"899",1002080,"engineers","mnrdey a levin",1920,"P ottc. Consulting Engineers Mnrdey a Levin, 82, Victoria Street, S.W. 1.","transvaal",-81.1831,43.23256,"Delagoa Bay Development Corporation Limited"
"900",850,"managers","h b lewis a",1887,"H. B. Lewis A Co., Bartholomew House, Bank, E.C.","london",-0.1277583,51.5073509,"Anglo Sardinian Antimony Company"
"901",175,"managers","h r lewis a",1887,"H. R. Lewis A Co., Bartholomew House, Bank, E.C. A. Marin, Aguilas, Spain.","london",-0.1277583,51.5073509,"Aguilas Smelting Company"
"902",23943,"managers","h r lewis co",1887,"H. R. Lewis and Co.","london",-0.1277583,51.5073509,"Tregurtha Downs Mines Limited"
"903",712284,"managers","d leyshon",1914,"A. M. Thomas. Mine Managers D. Leyshon, Abcrg orlry, Treulaw, and J. Evans, Glyn, Neath. Bankers London and Provincial Bank, Ltd.","cardiff",-3.17909,51.481581,"William Percr And Company Limited"
"904",760314,"managers","d leyshon",1915,"W. M. Lewis, Permanenf and Chairman. I E. Hui-ford. | V. H. LPWis. I A. M. Thomas. Mine Managers D. Leyshon, Aberg orky, Trealaw, and J. Evans, Glyn, Neath.","london",-0.1277583,51.5073509,"William Perch And Limited"
"905",828900,"managers","d leyshon",1916,"Hurford. W. H. Lewis. A. M. Thomas. Mine Managers D. Leyshon,","london",-0.1277583,51.5073509,"William Perch And Limited"
"906",952519,"managers","d leyshon",1918,"Mme Managers D. Leyshon, J. Evans, D- Bowen.","london",-0.1277583,51.5073509,"William Perch And Limited"
"907",1075582,"engineers","j light",1922,"IM anagers & Consulting Engineers J. light & Sons. 5& 6, Queen Street Place, E.C. 4.","london",-0.1277583,51.50735,"Anatolia Serdjiller Syndicate Limited"
"908",801164,"managers","in lisbon p",1916,"A. Oury. Manager of London and Paris United Committees J. A. White. Joint Managers in Lisbon P.","london",-0.1277583,51.5073509,"Mozambique Company Company"
"909",314869,"managers","and oices livingston",1908,"Mine Manager Roes Rees, Cowie Harbour, British North Borneo. Sankers Hongkong and Shanghai Banking Corporation, Limited. Solicitor A. P. btokeB. | Auditors De Westley Layton, Morris & Co. Managers and Offices Livingston, Halton A Co., Ltd., 6, Whittington Avenue, B.C. N.T., 5640 Avenue. This company was registered November 16th, 1905, to acquire the undertaking of","livingston",-74.33008,40.78629,"Cowie Harbour Coal Company Limited"
"910",370866,"managers","and oloes livingston",1909,"Mine Manager Bees Roes, Cowic Harbour, British North Borneo. Bankers Hongkong and Shanghai Banking Corporation, Limited. Solicitor A. P. atokes. | Auditors De Westley Layton, Morris & Co. Managers and Offloes Livingston, Halton & Co., Ltd., 5, Whittington Avenue, E.C.","livingston",-74.33008,40.78629,"Cove Copper Mines Limited Cove"
"911",428679,"managers","and oices livingston",1910,"Managers and Offices Livingston, Halton & Co., Ltd., 6, Whittington Avenue, E.C.","livingston",-74.33008,40.78629,"Cove Quarries Limited"
"912",391390,"managers","w h m llett",1910,"A. Matheson Chairman . | C. H. N. Lavender. | D. G. Macfie. Mine Managers W. H. M llett.","london",-0.1277583,51.50735,"Grampian Freehold Estates Limited"
"913",605423,"managers","guards co llil",1913,"Managers Guards Co , LlIL, London and Guards. Bankers-Capital 54Counties Bank, Ltd. flolioitors Kcrly","london",-0.1277583,51.5073509,"South African Mining Syndicate Limited"
"914",707277,"managers","and consulting en lneers",1914,"Sir W. F. G. . Frankland, Bart. I E. Taylor. I ll. Taylor. Managers and. Consulting En lneers Johu Taylor & 50ml. 6. Queen 3 . Place. B.C. Ban ors Parr s Bauk,I.id.","london",-0.1277583,51.5073509,"South Mount Boppy Gold Mining"
"915",919737,"engineers","pellswhmvey t london we",1918,"R. 0. Lyell, .LP. I Cap-l. Hon. R. W. H. O Neill, LLP Consulting Engineers Pellsw-Hm-vey 8t 00.. 62, London We. I1, 81.0. 2. Superintendent at Mines a1, Reed, La Salada, Colombia.","london",-0.1277583,51.5073509,"Fronting And Bolivia Gold"
"916",687642,"engineers","pellswharvey a co london",1914,"Hon. H. O Neill. Consulting SuperintendentEngineers Pellsw-Harvey a Co., 02. London Wall, EC. at Mines G. M. Barber. M.I.M.M., La Salads, Colombia.","london",-0.1277583,51.5073509,"Fronting And Bolivia Gold"
"917",553879,"engineers","pellewharvey jt co london",1912,"Hon. H. O Neill. Consulting Engineers Pellew-Harvey Jt Co., 02. London Wall, K.C. Superintendent at Mines S. H. Battam, La Salada, Colombia.","london",-0.1277583,51.5073509,"Fronting And Bolivia Gold"
"918",492467,"engineers","pellewharvey t co london",1911,"Hon. H. O Neill. Consulting Engineers Pellew-Harvey ft Co.. 88, London Wall, B.C. Superintendent at Mines S. H. Battam, La Malaria, Colombia. Bankers London Joint Stock Bank, Limited.","london",-0.1277583,51.5073509,"Fronting And Bolivia Gold"
"919",843605,"managers","in londonf",1917,"Managers in London-F. Heim;","london",-0.1277583,51.5073509,"Central Mining And Investment Corpn"
"920",701204,"managers","johnratsaily lopr",1914,"Agents in Baron Oberkampf, Honorary. Managers-JohnraTsaily loPr. S. Nicolson £00.. Rio de Janeiro.","london",-0.1277583,51.5073509,"Ouro Preto Gold Mines Brazil"
"921",741992,"engineers","garner l lros",1915,"R. Armitaize. M1 . | R. M. Mathias. | B. L. Mond, J.P. | H. W. Morrison. Consulting Engineers garner l lros & 00., l8, st Helen s Place, EJ .","gregory",-95.9410531,36.7524131,"Nanraguta Nigeria Tin"
"922",1124697,"engineers","central investment c lrpll",1923,"Consulting Engineers Central Mining and Investment C lrplL, Ltd.","london",-0.1277583,51.50735,"City Deep Limited"
"923",588234,"engineers","c g lush",1913,"0. Wothered. Consultin Engineers - C. G. Lush.","western",-95.7127622,37.0937489,"Lucizy Chaigge Umcnes Limited"
"924",660032,"engineers","c g lush",1914,"Transfer form, common; fee, 2s. 6d. LUCKY CHANCEHNIINESJ LIMITED. Directors-S. B. Bastard, Chairman. | F. N. Best. | 0. Wet-hens. Consult Engineers C. G. Lush.","london",-0.1277583,51.5073509,"Lucky Chance Mines Limited"
"925",907970,"engineers","c g lush",1918,"S. R- Bastard, Chairman. F. N. Best. T. Carmichael. | H. G. Palmer. Consulting Engineers C. G. Lush 8: Sons.","london",-0.1277583,51.5073509,"Berrida Nigeria Tin Fields Limited"
"926",977925,"engineers","g lush",1919,"NORT HERN NIGERIA BAUCHI TIN MINES. LTD. Directors Qualification, £200 . H. White, Chairman. I Major A. R. Canning. l G. T. Harris. I 0. Wethered. Consultmg Engineers-0. G. Lush & Son. I Manager T. J. Andrews.","london",-0.1277583,51.5073509,"Nort Hern Nigeria Mining And"
"927",657128,"engineers","o g lush",1914,"Col. W. D. Bum-l Consultin Engineers O. G. Lush","london",-0.1277583,51.5073509,"Gow Nigeria Tin Company Limited"
"928",1098644,"engineers","o g lush",1922,"J. Waddington, D.L., J.P. - lord Lurgan, K.C.V.O. Consulting Engineers O. G. Lush","london",-0.1277583,51.50735,"Naraguta Extended Nigeria Tin Mines"
"929",522398,"engineers","c g luth",1912,"S. R. Bastard, Ckairnuin. | F. N. Best. | John Waddinston. | Sir H. Regnart. Consulting Engineers C. G. Luth ; L. H. L. Hnddart. Bankers London 4 South Western Bank, Ltd. | Auditors Newman, Ogle, Son 4 Grace.","london",-0.1277583,51.5073509,"Champion Nigeria Tin Fields Limited"
"930",508706,"engineers","j macarthur co",1911,"Consulting Engineers J. 8. MacArthur Co., Glasgow. | Auditor W. M Gaw.","glasgow",-4.251806,55.864237,"Ventanas Miningand Exploration Limited"
"931",571902,"engineers","j macarthur i",1912,"Consulting Engineers J. 8. MacArthur i, Co","london",-0.1277583,51.5073509,"West Mexican Mines Limited"
"932",509514,"engineers","j s macarthur co",1911,"Consult ing Engineers J. S. MacArthur 4 Co.","guadalupe",-118.2760503,29.0525203,"West Mexican Mines Limited"
"933",309598,"managers","and oices j macarthur",1908,"Col. R. E. Aitken. | C. McCuIl ch. | J. 8. MacArthur. Works Ga Street, Runcorn. Managers and Offices J. 8. MacArthur & Co., 74, York Street, Glasgow.","glasgow",-4.251806,55.86424,"Antimony Recovery Syndicate Limited"
"934",447177,"engineers","j s macarthur",1910,"Directors Qualification. £260 J. N.Graham. | W. A. Honaldson. j W.P.Donaldson. A. Macmillan. Consulting Engineers J. S. MacArthur &. Co., Glasgow. | Auditor W. M Gaw. Secretary and Offices W. B. Paxton, 400, Cathedral Street, Glasgow.","glasgow",-4.251806,55.86424,"Ventanas Miningand Exploration Limited"
"935",645813,"engineers","j s macarthur",1913,".I. S. MacArthur. Consulting Engineers J. S. MacArthur","london",-0.1277583,51.5073509,"West Indian Mines Limited"
"936",387312,"engineers","macmiuan seoretary andt macarthur",1909,"VERAGUAS MINING COMPANY, LIMITED. Directors Qualification, £250 . J. N. Graham. | W. A. Donaldson. | W. P. Donaldson. | A, Consulting Engineers MacmiUan. Seoretary and .T. 8. MacArthur & Co., Glasgow. | Auditor W M Gaw Offloes W. B. Paxton, 400, Cathedral Street, Glasgow. This company was registered in Edinburgh January 17th, 1905, and is a recon","glasgow",-4.251806,55.86424,"Veraguas Mining Comtpany Limited"
"937",877403,"engineers","pellewharvey h maenair",1917,"Consulting Engineers Pellew-Harvey H. Maenair.","london",-0.1277583,51.50735,"Northern Nigeria Trust Limited"
"938",102462,"engineers","maguire mailer",1891,"Maguire and Mailer. Hermann Lescher. Bainbridge, Seymour, and Co.","london",-0.1277583,51.5073509,"Guadalupe Syndicate Limited"
"939",570975,"engineers","j a mainour",1912,"J. N. Graham. Directors Qualitieation, i-50 . I TV. A. Pounldson. W. P. Doualdsoa. A. MacmUla - Consulting Engineers J. a. Mainour & Co.. Cilaseow. | Auditor 1 . JI Gs Secretary and Offices W. h. Pattern, 4u , Cathedral Sireat, Glasgow. Jris eompaoy was registered in Edinburgh, January 17th, 1905, ami is a reC01","glasgow",-4.251806,55.864237,"Ventanas Miningand Exploration Limited"
"940",796195,"managers","h e maltby",1916,"W. H. Mewton, Managing. Colliery Managers H. E. Maltby, Mardy, Glam.; R. Lloyd, Cilely.","london",-0.1277583,51.5073509,"Locket Merthykr Collieries Limited"
"941",928778,"managers","h e maltby",1918,"Colliery Managers H. E. Maltby, Mardy, Glam. ; W. Davies, Solicitors Downing Qilely. & Handock.","london",-0.1277583,51.5073509,"Locket Merthykr Collieries Limited"
"942",972093,"managers","h e maltby",1919,"Oolhery Managers H. E. Maltby, Mardy, Glam. ; W. Davies, Cilely . Secretary and Oflloes -G. E. Wright, Baltic House, Bute Docks, Cardifl.","wales",-3.7837117,52.1306607,"Locket Merthykr Collieries Limited"
"943",306647,"managers","in south arica managing",1908,"VAN RYN DEEP71-TMITED. Directors. Harold v. Strange, Chairman. | Hon. W. Dalrvmple, M.L.A. | H. A. Rogers. C. Marx. | W. H. Dawe, alternate A. G. Gill. | ft. G. Pricker, alternate W. Birkenruth. S. B. Joel, alternate J. Munro. Secretaries and Offlces Johannesburg Consolidated Investment Co., Ltd., Consolidated Buildings, Box 690, Johannesburg. London Secretaries and Offloes Johannesburg Consolidated Investment Company, Ltd., 10 and 11, Austin Friars, E.G. Cablos : Vanguard, London and Johannesburg. N.T., 2220 Wall. This company was registered in the Transvaal June 9th, 1902, and acquired from the Apex, Chimes Mines, and other companies, 420 gold claims on farm Benoni, Eastern Witwatersrand, Transvaal. The consideration was 392,499 fully-paid shares. The main reef series has been struck by borehole at 2,195ft. to 2,320ft. depth. Operations are suspended pending raising of further working capital. . 567 VAN ETN DEEP oontinued. The authorised capital is £785,000, in 785,000 shares of £1 each ; 692,499 shares are issued, 392,499 vendors shares being fully-paid, and 200,000 subscribed at par for working capital, tho guarantors receiving an option on the reserve shares at £2 each. The accounts for year ended April 80th, 1907, submitted in Johannesburg September 6th, 1907, showed cash £5,474, uncalled capital £6,000 since called up | creditors £4,453. A share register is kept in London. Transfer form, common; fee, 2s. 6d. per deed of 100 shares or part. VAN RYN GOL nvTTNES ESTATE. LIMITED. Directors Qualification, £250 . Frank A. Gillam, Chairman. I Leopold Albu. j Jacob Freudenthal. | Leonard B. Bums. John Beear. | Henry Pasteur, j George Albu, Managers in South Africa Managing, alternate P. G. Hamilton Carvill. General Mining and Finance Corporation, Ltd. Technical Adviser James Blanc Resident Manager at Mine C. E. Hutton, Box 22, Benoni. Solicitors Herbert Smith, Goss, King and Gregory. Bankers London & Westminster Bank, Limited ; Dresdner Bank. Auditors Deloitte, Plender, Griffiths & Co. Ziooal Secretary and Offices J. V. Blinkhorn, F.S.A.A., General Mining Buildings, Marshall Square, Box 1173, Johannesburg, Transvaal. Berlin Agents General Mining & Finance Corporation, Limited, 61, Markgrafenstrasse.W. Paris Agents General Mining & Finance Corporation, Limited, 6, Rue Meyerbeer. Seoretary and Head Offices Stuart James Hogg, 257, Winchester House, B.C. Telegrams : Vansire. London. N.T., 854 Wall. This company was registered June 22nd, 1894, and is a reconstruction of the Van Ryn Estate and Gold Mining Co., Ltd. see vol. for 1896 . The property now owned is situated on the farm Vlakfontein No. 442, in the Eastern district of the Witwatersrand Gold Fields, and is 7,944 acres in extent, in addition to an unproclaimed area of 534 morgen recently acquired. The mining area on the Van Eyn reef, the ore body which is being worked, consists of some 136 intact reef claims after allowing for the ground exhausted, while the company s waterrights cover 351$ acres. Crushing commenced in February, 1892, and in October, 1896, a new 80-stamp mill and cyanide plant were started. Another 80-stamp mill was acquired with the Van Ryn West property, making 160 stamps. A new slimes plant has been added and four tube mills are being erected. Crushing was suspended in October, 1899, and during the war the machinery was damaged by the Boers, but this has been replaced, and crushing was resumed in June, 1903. During 1906-7, 266,940 tons yielded gold value £496,686 or 37s. 16d. per ton at a cost of 21s. 9-2d. and a profit of 15s. 4-4d. per ton ; during 1907-8 to December, 1907 , 135,642 tons crushed yielded gold value £238,472 and a profit of £101,659. For crushings see tablex at commencement of volume. Ore reserves at June, 1906, 627,880 tons, of whioh 433,580 tons have a value exceeding 8dwts. ; at June, 1907, 1,119,600 tons average value 8 74dwts. The authorised capital is £500,000, in 500,000 shares of £1 each; all the shares are issued and fully paid. The capital was formerly £160,000, one fullypaid share being given for evory two shares of old company ; in 1895 the capital was increased to £200,000, 10,000 shares being issued to shareholders at £6 each, 10,000 taken up at £6 each under an option, and 20,000 issued credited as fully paid in payment for the undertaking of the Van Ryn North Co. In 1898 the capital was increased to £400,000, 50,000 shares being issued in payment for the Van Eyn West undertaking and the remainder being taken up at 30s. each. The capital was inoreased to present amount in November, 1901 ; the 100,000 new shares were issued to shareholders in February, 1902, at £2 15s. Dividends paid : 4s. per share on old capital January 15th, 1896 ; 2s. January 18th, 1905 ; 2s. July 10th, 1905 ; 2s. January 10th, 1906 ; 2s. July 10th, 1906 ; 2s. January 11th, 1907 ; 4s. July 10th, 1907 ; 3s. January 10th, W08. The accounts for year ended June 30th, 1906, submitted January 23rd, 1907, showed £144,931 profit for year, making with balance forward a sum of £155,499 1 the dividends, January and July, 1906, absorbed £100.000, directors percentage £3,074, depreciation, 4c., written off £30,262, and taxes £11,205, leaving £10,968 carried forward. The accounts to June 30th, 1907, submitted November 13th, 1907, showod a profit of £224,821 for the year, making with balance forward a sum of £235,289 ; dividends, paid January and July, 1907, absorbed £150,000, taxes £24,770, transferred to reserve acoonnt £40,000, leaving £20,520 carried forward. Transfer form, common ; fee, 2s. 6d. The shares are qnoted in the Official List. Share warrants to bearer may be had for 1, 5, 10, 25, 60, and 100 shares ; 568 THE MINim . VAN B.YN GOLD fees per warrant, 1 or 6 shares, Is. ; 10 shares, 2s. other amounts, 6s. | fee for reconversion, 2s. 6d. each application. Prices, 1904 : highest, 4| ; lowest, 3 ; 1905 : highest, 4f ; lowest, 2jf ; 1906 : highest, 3 ; lowest, 2 ; 1907 : highest, 3 ; lowest, 2 j. Latest price, 2-J-£ 3XV. VENTERSDORP PROPRIETARY COMPANY. LIMITED. Directors Qualification, £260 . D. B. Schuitema, Chairman. | Arthur H. Boulton. I H. Samuel. | T. L. Wells. Solicitors Dale, Newman A Hood. | Bankers Williams Deacon s Bank, Limited. Secretary Auditors Dixon, Wilson, Tubbs i. Co. and Offices Robert B. Auckland, 2, Broad Street Place, B.C. N.T., 1699 Wall. This company was registered March 14th, 1900, and is a reconstruction of the Ventersdorp Gold Estates, Ltd. see vol. for 1900 , formed on August 27th, 1895. The company owns the freehold of the farm Modderfontein 8,250 acres ia the Potohefstroom district of the Transvaal. The farm has been prospected by means of boreholes, and the Eastleigh and Battels reef series located, but work is now suspended. The authorised capital is £150,000, in 300,000 shares of 10s. eaoh ; 134,527 shares £67,263 10s. have been issued credited as 7s. 6d. paid and Is. is called np, making them 8s. 6d. paid. The last call made was 6d., payable July 31st, 1906. For eaoh old fully-paid £1 share holders were offered one share or more oredited as 7s. 6d. paid. The accounts to September 30th, 1906, showed creditors £35, cash £650. Transfer form, common ; fee, 2b. 6d. VEREENIGING ESTATES. LIMITED. Directors Qualification, £200 . J. N. de Jongh, Chairmnn. | Isaac Lewis. | S. Marks. | E. S. Marcus. Henry D. Lewis. | S. J. Blumlein. | J. Bmrys Evans, G.M.G., M.L.A.","johannesburg",28.04731,-26.2041,"Van Rydn Deep Limited"
"944",920440,"engineers","and mann",1918,"Oonsulting Engineers and Mann. era John Tsylora Sons,","queen street place",-75.7019298,45.4200479,"Gibraltar Consolidated Gold Mines Limited"
"945",424847,"managers","andre griith mannheim",1910,"Charles A Knight, Chairman. | A. R. Bovill | A. P. Griffiths. | N. Ogle. | A. C. C. Schulti. Mine Managers Andre Griffith , Mannheim & Co., Salisbury House. E.C.","salisbury",-75.59937,38.36067,"Brazilian Atto Syndicate Cate Limited"
"946",575487,"engineers","and manuacturers",1913,"Engineers and Manufacturers.",NA,NA,NA,"Asp Gold Mining Company Hlimivted"
"947",694269,"managers","h e maltb mardy",1914,"00111917 Managers H. E. Maltb Mardy, Glam. I R. Lloyd, ilely","london",-0.1277583,51.5073509,"Locket Merthykr Collieries Limited"
"948",738036,"managers","h e maltb mardy",1915,"W. H. Mewton. Managing. Colliery Managers H. E. Maltb , Mardy, Glam. I R. Lloyd, CiIeIy.","glasgow",-4.251806,55.864237,"Locket Merthykr Collieries Limited"
"949",311968,"managers","g n marks",1908,"Managers G. N. Marks, Bros. & Co., 4, London Wall Buildings, E.C. Solicitors 8. B. Cohen Dunn. | Bankers Chaplin, Milne, Grenfell 4 Co., Ltd. Auditors Trayton P. Child & Sons. Secretary and Offices A. C. Jahn, 4, London Wall Buildings, E.C.","london",-0.1277583,51.50735,"British Siberian Mining Company Limited"
"950",317158,"managers","g n marks",1908,"Managers G. N. Marks, Bros. 4 Co. Secretary and Offices A. C. Jahn, i, London Wall Buildings, E.C. This company was registered July 6th, 1906, to carry on basinesB as miners,","london",-0.1277583,51.50735,"French Syndicate Limited"
"951",372995,"managers","g n marks",1909,"FRENCH MINING SYNDICATE. LIMITED. Directors David Murk ; Robert C. Moir. Managers G. N. Marks, Bros. & Co. Secretary and Offices A, C. Jahn, 4, London Wall Buildings, E.C.","london",-0.1277583,51.50735,"French Mining Syndicate Limited"
"952",761639,"engineers","bruce marriott",1915,"ZINBA TKi OY TUT SYNDICATE. LIMITED. Directors Qualification, 1 D- E. Alves, share . Chairman.CoInsuF.ltJi.ngBranthwaite. | Sir J. G. Scott, K.C.I.E. I R. Stirling. Engineers Bruce Marriott & Co.","stirling",-3.9369029,56.1165227,"Zinba Tki Tut Syndicate Limited"
"953",998597,"engineers","h f marriott",1920,"Managers in Johannesburg H. C. Boyd; F. aleizh; E. G. Izod, M.B.E. Consulting Engineers H. F. Marriott, London; H. S. Martin, E. H. Clifford,","johannesburg",28.04731,-26.2041,"Central Mining And Investment Corpn"
"954",1081854,"engineers","h f marriott",1922,"Managers in London F. Heim; P. Troquet; A. W. Rogers; J. L. Ridden . Managers in Johannesburg F. Balemh; E. G. Izod. Consulting Engineers H. F. Marriott, London; H. S.Martin, Representatives in and A. .1. Brett, South Africa. Paris Credit Mobilier Fraucais, 30-32, Rue Taitbout. Local Secretary and Oflioes A. J. Wright, Corner House, Johannesburg. Transvaal.","london",-0.1277583,51.50735,"Central Mining And Investment Corpn"
"955",43455,"managers","vv martin",1888,"VV. Martin. John Taylor and Sons.","london",-0.1277583,51.5073509,"Ooregum Gold Mining Company"
"956",17524,"managers","william martin",1887,"William Martin. John Taylor and Sons.","london",-0.1277583,51.5073509,"Ooregum Gold Mining Company"
"957",73472,"managers","william martin",1889,"William Martin. John Taylor and Sons.","london",-0.1277583,51.5073509,"Ooregum Gold Mining Company"
"958",985828,"managers","y ya mashita",1919,"Managers Y. Ya mashita; M. Ogura. I Mine 0fice Niihama, Iyo, Japan. Head Ofl1ces Kitahama, Osaka, Japan.","japan",138.252924,36.204824,"Sumitomo Kichizaemon Baron"
"959",1134196,"managers","in v arica mayo",1923,"Managers in v8. Africa Mayo Rhodesia Development 00., Ltd. names in Rhodesia The Ranche, Salisbury.","rhodesia",-97.21348,32.82943,"Jumbo Gold Mining Company Limited"
"960",317162,"engineers","j s mcanhur t",1908,"Dr. R. Jaokson. | T. Hannay. I W.B.Rankin. | W.Lindsay. Consulting Engineers J. S. McAnhur ft Jo., 74. York Street, Glasgow. Mine Manager C. C. Levett, Jnr., Ulovis, Fresno County, U.S.A. SSeoclriceittaorrys MacKny ft Boyd. | Bankers Cl ydesdale Bank, Limited. and Offices J. M. Murray, C.A., 188, St. Vincent Street, Glasgow.","glasgow",-4.251806,55.86424,"French Syndicate Limited"
"961",688894,"engineers","e t mccarthy",1914,"Consulting Engineers E. T. McCarthy, and General Mans ers in .A.. Bewick, Moreing","kalgoorlie",121.466,-30.749,"Great Finga Consolidated Limited"
"962",300279,"managers","in johannesburg william mcgallum",1908,"Sir Chas. Bean Euan-Smith, K.O.B. | Albert Lionel Ochs. I Thomas V. DalgUsh. | John Scour. Joint Managers in Johannesburg William McGallum and D. R. W&rdroD.","london",-0.1277583,51.50735,"Ocean Consolidated Company Limited"
"963",1114966,"engineers","ti d mcgenrge e",1922,"Engineers Ti. D. McGenrge and E. Gillnw. General Manager W. A. Flave ll. Heed Ofilees Oorner Crawford and Water Streets, Dunedin, New Zealand. European Agents R. T. T111 Illll lll& 00., 4, Lloyds Avenue, 131.0. 3.","london",-0.1277583,51.50735,"Westport Coal Company Limited"
"964",952261,"engineers","l d mcgeorge e",1918,"G. Joachim, Chan-man and Manauing. | C. W. Chamberlain. I G. L. Denniston. J. C. McGeorge. l . 0. Morris. I P. O. Neill. l W. D. Stewart. Engineers L. D. McGeorge and E. Gillow.","new zealand",174.885971,-40.900557,"Western Band Estates"
"965",1156055,"engineers","l d mcgeorge e",1923,". J. C. McGeorge. | C. Morris. W. D. Stewart. Engineers L. D. McGeorge and E. Gillow. enersl Manager W. A. Flavell.","london",-0.1277583,51.50735,"Westport Coal Company Limited"
"966",146542,"managers","r mcllwraith",1893,"Dyson Weston. | R. Mcllwraith.","tasmania",145.9707,-41.45452,"Tasmanian Minerals Syndicate Limited"
"967",564814,"managers","j b mcnair",1912,"E. A. Chettle. I E. H. Klles. | g Mine Managers J. B . McNair. | SI. R. Quin. Colliery Engineer Brown ; R. Fenwick. M. S. Armstrong, Chhindwara, Central Provinces, India.","strand road calcutta",88.3444623,22.5719916,"Pench Valley Coal Company Limited"
"968",494707,"engineers","institute o mechanical",1911,"Institute of Mining and Mechanical Engineers ; The North Staffordshire Institute","staffordshire",-2.0571868,52.8792745,"Institution Mining And Metallurgy"
"969",556571,"engineers","institute o mechanical",1912,"Institute of Mining and Mechanical Engineers ; The North Staffordshire Institute","staffordshire",-2.0571868,52.8792745,"Institution Mining And Metallurgy"
"970",691244,"engineers","institute o mechanical",1914,"Institute of Mining and Mechanical Engineers ; The North Staflordshire Institute","midland",-102.0779146,31.9973456,"Institution Mining And Metallurgy"
"971",434341,"engineers","o mechanical",1910,"J nstitute. of Mining and Mechanical Engineers ; The North Staffordshire Institute","staffordshire",-2.057187,52.87927,"Institution Mining And Metallurgy"
"972",363254,"managers","general w w mein",1909,"Earl of Chesterfield, alternate Hon. 0. H. S. Stanhope. Managers General W. W. Mein ; Mine H. H. Johnson, Box 1145, Johannesburg. Secretary and Offices 8. C. Steil Transfer Secretary, F. H. Barry , The Corner House,","stanhope",-78.67664,35.78939,"Village Deep Limited"
"973",306728,"engineers","ralph d mershon",1908,"Bulawayo, Rhodesia. Electrical Engineers Ralph D. Mershon, New York, U.S.A. ; Arthur Wright, London. Advisory Board of Engineers Prof . AndriS Blondel, Paris ;","rhodesia",-97.21348,32.82943,"Victoria Falls And Transvaal Power Limited"
"974",288093,"managers","in t michels",1908,"BULAWAYO COMMONAGE CLAIMS. LIWtIdT H. Directors Qualification, £100 . Managers in T. Michels, Chairman. I A. J. Macpbail. Solicitors Rhodesia Roodesia, Ltd. | Bankers Union Bank of Scotland, Ltd. SecretarSyugden Harford. J Auditors O. F. Burton, Sewell & Co. and Offices H. C. Underwood, 6, Drapers Gardens, E.C. This Telegrams : Ringtoss, London. N.T., 1440 Holborn. company was registered December 21st, 1904, and is a reconstruction of the St. Helen s Bulawayo Association, Ltd., registered February 6th, 1894 see vol. for 1904 , to acquire lands and mining properties in Rhodesia. The company now owns 36,000 acres of land in the Bembesi district, Rhodesia. The authorised capital is £50,000, in 50,000 shares of £1 each ; 30,000 shares are issued and 18s. 3d. paid, including 15s. credited as paid. One share 15 j. paid was offered for each fully -paid £1 share of the former company, the issued capital of which was £30,000. The last call made was 9d., payable June 11th, 1906. Accounts to be issued shortly. Transfer form, common ; fee. 2s. 6d. BULUWAYO ESTATE AND JTRUST CO., LTD. , Chairman, Directors Qualification, 250 shares . kairman. i Cameron C. CCaannnneellll.- |I .J1.- vE.. Hw. Lt om as. Managers in Bhodesia Atkinson & Winslow, | Ohas. W. Westron. Solicitors G. 4 W. Webb. Bulawayo. Audit|orBs ankers African Banking Corporation, Limited. Secretary and Martin, Farlow ft Co. TeleeTams : Bindweed, care Offices F. W. Webb, 62, London Wall, E.C. Wy chhatel, London ; Cables : Orion, Bulawayo ; Bindweed, London.","rhodesia",-97.21348,32.82943,"Bulawayo Commonage Claims Liwtidt Bulawayo"
"975",141048,"managers","e d miles co",1893,"Davidson and Morriss. William Henderson. E. D. Miles and Co.","wales",-3.783712,52.13066,"New Chum Gold Mining Company"
"976",172059,"managers","e d miles co",1894,"Davidson and Morriss. William Henderson. E. D. Miles and Co.","wales",-3.783712,52.13066,"New Chum Gold Mining Company"
