Column,id,year,text,company,ciarfn
8657,625619,1913,KOLKEN XVN DIC ATE. LIMITED.,KOLKEN XVN DIC ATE LIMITED,Kolken Xvn Dic Ate Limited
8658,587189,1913,KoLMA flskorTQlAMQNdimes. LIMITED.,KOLMA OOTQLAMQNLI LIMITED,Kolma Ootqlamqnli Limited
8659,659176,1914,"KOLMANSKOP DIAMCLNQ MINES, LIMITED.",KOLMANSKOP DIAMCLNQ MINES LIMITED,Kolmanskop Diamond Mines Limited
8660,863571,1917,"KOLMANSKOP DIAMQ.NE MINES, LIMITED,",KOLMANSKOP DIAMQ MINES LIMITED,Kolmanskop Diamond Mines Limited
8661,376295,1909,KOLOTSVAR MlNI NG COMPANY. LIMITED.,KOLOTSVAR MLNI COMPANY LIMITED,Kolotsvar Mlni Company Limited
8662,625631,1913,"KOLWICK SYNDICATFE, LIMITED.",KOLWICK SYNDICATFE LIMITED,Kolwick Syndicatfe Limited
8663,453137,1911,KOMATA BEEFS GOLD,KOMATA BEEFS GOLD,Komata Beefs Gold
8664,736458,1915,"KOMATA REEF-S GOLD MINING COM PANY. LIMITED. J. Directors Qualification, 2,500 shares £125 . Cutclifl e, Chairman. I H. Akers. I Major J. A. Travers, J.P.",KOMATA REEF GOLD MINING COM,Komata Reefs Gold Iiaining Companyi
8665,280153,1908,"KOMATA REEFS GOLD MINING COMPANY, LIMITED.",KOMATA REEFS GOLD MINING COMPANY,Komata Reefs Gold Mining Company
8666,794548,1916,KOMATA REEFS GOLD,KOMATA REEFS GOLD MINING COMPANY,Komata Reefs Gold Mining Company
8667,453108,1911,"KOMATArREEFS GOLD MINING COMPANY, LIMITED.",KOMATARREEFS GOLD MINING COMPANY LIMITED,Komatarreefs Gold Mining Company Limited
8668,85920,1889,"KOMATI AMALGAMATED GOLD MINING COMPANY,",KOMATI AMALGAMATED GOLD MINING COMPANY,Komati Amalgamated Gold Mining Company
8669,55318,1888,"KOMATI GOLD FIELDS SYNDICATE, LIMITED.",KOMATI GOLD FIELDS SYNDICATE LIMITED,Komati Gold Fields Syndicate Limited
8670,55333,1888,"KOMATI RIVER EXPLORATION COMPANY,",KOMATI RIVER EXPLORATION COMPANY,Komati River Exploration Company
8671,468702,1911,"KOMATI TRANSVAAL GOLDFiELDS, LIMITED.",KOMATI TRANSVAAL GOLDFIELDS LIMITED,Komati Transvaal Goldfields Limited
8672,352580,1909,"KOMATIE REEFS, LIMITED.",KOMATIE REEFS LIMITED,Komatie Reefs Limited
8673,137103,1893,"KOMER KOCHA SILVER COMPANY, LIMITED.",KOMER KOCHA SILVER COMPANY LIMITED,Komer Kocha Silver Company Limited
8674,376303,1909,"KONG HAAKON GOLD MINES, LIMITED.",KONG HAAKON GOLD MINES LIMITED,Kong Haakon Gold Mines Limited
8675,376306,1909,KONG HAAKON GOLD,KONG HAAKON GOLD MINES LIMITED,Kong Haakon Gotd Mines Limited
8676,11843,1887,"KONGSBERG CONSOLIDATED MINES,",KONGSBERG CONSOLIDATED MINES,Kongsberg Consolidated Mines
8677,320328,1908,"KONIAH M ERCURY SYND ICATE, LIMITED.",KONIAH ERCURY SYNDICATE ICATE LIMITED,Koniah Ercury Syndicate Icate Limited
8678,376319,1909,"KONIAH MERC URY SYNDICATE, LIM ITED.",KONIAH MERC URY SYNDICATE LIM,Koniah Mercury Syndicate Limited
8679,11855,1887,"KONIGSBERG PHOSPHATE COMPANY,",KONIGSBERG PHOSPHATE COMPANY,Konigsberg Phosphate Company Limited
8680,248471,1903,KOOKORBOO MINES. LIMITED.,KOOKORBOO MINES LIMITED,Kookorboo Mines Limited
8681,392454,1910,"KOORINGA PK0SPECTTNG SYNDICATE, LIMITED7",KOORINGA PKOSPECTTNG SYNDICATE LIMITED,Kooringa Prospectingjsyndicate Limited
8682,1094024,1922,KOOTEN AY DEVELOPMENT SYND.. LTD.,KOOTEN DEVELOPMENT SYNDICATE LIMITED,Kooten Development Syndicate Limited
8683,435265,1910,KOOTENAY OR COMPANY. LIMITED.,KOOTENAY COMPANY LIMITED,Gawton Company Limited
8684,435252,1910,"KOOTENAY DEVELOPMENT SYNDICATE, LIMITED.",KOOTENAY DEVELOPMENT SYNDICATE LIMITED,Kooten Development Syndicate Limited
8685,435262,1910,KOOTENAY GOLPFIbLDS SYNDICATE. LIMITED.,KOOTENAY GOLPFIBLDS SYNDICATE LIMITED,Kootenay Golpfiblds Syndicate Limited
8686,320344,1908,KOOTENAY ORE COMPANY. LIMITED.,KOOTENAY ORE COMPANY LIMITED,Kootenay Ore Company Limited
8687,11862,1887,"KOOTENAY SYNDICATE, LIMITED.",KOOTENAY SYNDICATE LIMITED,Kaduna Syn Dicate Limited
8688,11867,1887,"KOOTENAY VALLEYS COMPANY,",KOOTENAY VALLEYS COMPANY,Kootenay Valleys Company
8689,406804,1910,KOPERMYN TRANSVAAL . LIMITED.,KOPERMYN TRANSVAAL LIMITED,Kopermyn Transvaal Limited
8690,320355,1908,"KOREAN SYNDICATE, LIMITED.",KOREAN SYNDICATE LIMITED,Korean Syndicate Limited
8691,435293,1910,"KOSMOS CONCESSIONAIRES. LIMITED. Secretary and Offices J. B. Corly, lu, Serjeant s Inn, B.C.",KOSMOS CONCESSIONAIRES LIMITED,Kosmos Concessionairesi Limited
8692,320373,1908,"KOTCHKAR GOLD MINES, LIMITED.",KOTCHKAR GOLD MINES LIMITED,Kotchkar Gold Mines Limited
8693,496154,1911,"KOURNA IRON ANDMINEASK, OLUTDM.IANI YALIA COAL",KOURNA IRON ANDMINEASK OLUTDM IANI,Kourna Iron Andmineask Olutdm Iani
8694,137112,1893,"KOUROU GOLD MINES, LIMITED.",KOUROU GOLD MINES LIMITED,Grey Gold Mines Limited
8695,1135474,1923,"KOUWATER DIAMOND MINING CO., LTD.",KOUWATER DIAMOND MINING LIMITED,Kouwater Dlamgnd Mining Limited
8696,435299,1910,"KRAM AT PUL AJ, JJM ED Directors Qualification, £100 . Sir W. H. Treacher, K.C.M.G., Chairman. | Loke Chow Thye. | J. B. Massy-Leech.",KRAM PUL JJM,Kram Pul Jjm
8697,1135488,1923,"KRAMAT PU LAII LTD. Directors Qualification, £100 .",KRAMAT LAII LIMITED,Kramat Laii Limited
8698,693047,1914,KRAMAT PDLAI. LIMITED.,KRAMAT PDLAI LIMITED,Kramat Pdlai Limited
8699,625704,1913,"KRAMAT ,PQLAI, LIMITED Directors Qualification. £100 . Sir W. H. Trencher. K.C.H.G.,",KRAMAT PQLAI LIMITED,Kramat Pqlai Limited
8700,320376,1908,"KRAMAT PULAI, LIMITED.",KRAMAT PULAI LIMITED,Kramat Pulal Limited
8701,693080,1914,"KRASZNA FOREST ,LANQiAND MINING CO., LTD,",KRASZNA FOREST LANQIAND MINING LIMITED,Kraszna Forest Lanqiand Mining Limited
8702,85980,1889,"KRIEL S ORIENTAL SHEBA REEF SYNDICATE,",KRIEL ORIENTAL SHEBA REEF SYNDICATE,Kriel Oriental Sheba Reef Syndicate
8703,55355,1888,KRIELS ORIENTAL SHEBA REEF SYNDICATE.,KRIELS ORIENTAL SHEBA REEF SYNDICATE,Kriels Oriental Sheba Reef Syndicate
8704,248481,1903,"are issued and fully paid. H ,.n H .7 M KRINJABO gone MINRES, LIMITED.",KRINJABO MINRES LIMITED,Krinjabo Minres Limited
8705,183660,1894,"KROMDRAAI GOLD FIELD, LIMITED.",KROMDRAAI GOLD FIELD LIMITED,Kromdraai Gold Mining Company Limited
8706,248492,1903,"KROO SYNDICATE, LIMITED.",KROO SYNDICATE LIMITED,Kroo Syndicate Limited
8707,794590,1916,"KROONSTAD COAL ESDTireAcTtoErs COMPANY, LIMITED.",KROONSTAD COAL ESDTIR COMPANY LIMITED,Kroonstad Coal Estate Company Limited
8708,927221,1918,"KROONSTAD COAL ESTATE CO., LTD.",KROONSTAD COAL ESTATE LIMITED,Kroonstad Coal Estate Company Limited
8709,587225,1913,"KROQNSTAD COAL ESTATE COMPANY, LIMITED.",KROQNSTAD COAL ESTATE COMPANY LIMITED,Kroqnstad Coal Estate Company Limited
8710,86043,1889,KRTTISRIVER WHITEHEAD S ROODEPOORT.,KRTTISRIVER WHITEHEAD ROODEPOORT,Krttisriver Whitehead Roodepoort
8711,352640,1909,KRUGEBSDORP BOARD OF EXECUTORS.,KRUGEBSDORP BOARD EXECUTORS,Krugebsdorp Board Executors
8712,352632,1909,"KRUGER OWPHBOARD of executors and TRUST COMPANY, LIMITED.",KRUGER OWPHBOARD TRUST COMPANY LIMITED,Kruger Owphboard Trust Company Limited
8713,86004,1889,KRUISRIVIER WHITEHEAD S ROODEPOORT AND,KRUISRIVIER WHITEHEAD ROODEPOORT AND BLOEMHOF,Kruisrivier Whitehead Roodepoort And Bloemhof
8714,406847,1910,"KSOUR S PHOSPHATES COMPANY, LIMITED. Directors C. C. Beaoit : Baron d Herbel ; V. Lefrrand. Seoretary and Offices F: J. Allen, 3. East India Avenue, E.C.",KSOUR PHOSPHATES COMPANY LIMITED,Ksour Phosphates Company Limited
8715,692830,1914,KTE DAfiN G TTN A MTN IN G COM PA N Y. LTM T,KTE DAFIN TTN MTN COM,Kte Dafin Ttn Mtn Com
8716,435066,1910,kTLGETtY COLUFr Y COM P ANY7 LI M ITED.,KTLGETTY COLUFT COM ANY ITED,Ktlgetty Coluft Com Any Ited
8717,320137,1908,"kTlGETTY C UJERY COMPANYrij Ml TED. Directors Qualification, 100 shares .",KTLGETTY UJERY COMPANYRI TED,Ktlgetty Ujery Companyri Ted
8718,495889,1911,"KTLLHAM ASSOCIATED TD MINESTXTMlTEa This company was registered October 12th, 1906 sec vol. fur 1907 . On October",KTLLHAM ASSOCIATED MINESTXTMLTEL,Ktllham Associated Minestxtmltel
8719,495891,1911,"KTLLHAM CENTRAL TRUST, LIMITED. Directors Baron W. K. von Rciffenstein ; W. Cherry i J. Lindsay.",KTLLHAM CENTRAL TRUST LIMITED,Ktllham Central Trust Limited
8720,392399,1910,KTN G L0M0N S G0LD M I n es. LTm ited,KTN LOMON GOLD LTM,Ktn Lomon Gold Ltm
8721,863009,1917,"KTRKLAND LAKE PROPRIETARY, LIMITED. Directors Qualification, except first, 1,000 shares .",KTRKLAND LAKE PROPRIETARY LIMITED,Ktrkland Lake Proprietary Limited
8722,625554,1913,"Transfer f or m, common ; fee, 2s. 6d. Share warrants to bearer are issued. KTS INK SYNDICATE. LiWIlTEDf",KTS INK SYNDICATE LIWILTEDL,Kts Ink Syndicate Liwiltedl
8723,37235,1888,KTT.KTVAJr MINES QTTEENSLAND,KTT KTVAJR MINES QTTEENSLAND,Ktt Ktvajr Mines Qtteensland
8724,863778,1917,"KUBAN CONTRACT SYNDICATE, LIMITED.",KUBAN CONTRACT SYNDICATE LIMITED,Kuban Contract Syndlcatel Limited
8725,1094087,1922,"KUBI SYND., LTD. Dlrectors J. Colman. J.P. ; S. Lebus ; C. W. Mann. Secretary and Oflices H. Morgan, 5, Southampton Street, Hclborn, 7.0. 1.",KUBI SYNDICATE LIMITED,Kubi Syndicate Limited
8726,587313,1913,KUBKIE NIGERIA TIN,KUBKIE NIGERIA TIN,Kubkie Nigeria Tin
8727,971142,1919,KUHA l A MINING co.. LTD. Directors.,KUHA MINING LIMITED,Kuha Mining Limited
8728,1094092,1922,"KUHARA MDI NING CO., LTD. rectors. . F. Knhara, President. | K.",KUHARA MDI NING LIMITED,Kuhara Mdi Ning Limited
8729,863780,1917,"company was dissolved. KUHARA MINING COMPANY, LIMITED, Directors.",KUHARA MINING COMPANY LIMITED,Kuhara Mining Company Limited
8730,352648,1909,KUILS RIVER TIN MINES. LIMITED.,KUILS RIVER TIN MINES LIMITED,Kuils River Tin Mines Limited
8731,248500,1903,KUKRUMASSI ELMINA CONFESSIONSI LIMITED.,KUKRUMASSI ELMINA CONFESSIONSI LIMITED,Kukrumassi Elmina Confessionsi Limited
8732,468770,1911,"KULA TIN SYNDICATE, LIMITED.",KULA TIN SYNDICATE LIMITED,Kula Tin Syndicate Limited
8733,587250,1913,"KULA TIN YNDICATE, LIMITED.",KULA TIN YNDICATE LIMITED,Kula Tin Yndicate Limited
8734,468775,1911,"KUMASI GOLD TRUST, LIMITED. Seoretary and Offices L. M. Jeff, 1. Tokenhouse Buildings, E.C.",KUMASI GOLD TRUST LIMITED,Kumasi Gold Trust Limited
8735,248511,1903,"KUMASSI EXPLORATION COMPANY, LIMITED.",KUMASSI EXPLORATION COMPANY LIMITED,Kumassi Exploration Company Limited
8736,352677,1909,"KUMASSI SYNDICATE, LIMITED.",KUMASSI SYNDICATE LIMITED,Kumassi Syndidate Limited
8737,352673,1909,KUMASSTe X P LORATION COMPANY. LIMITED,KUMASSTE LORATION COMPANY LIMITED,Kumasste Loration Company Limited
8738,863802,1917,KURA NUI. CALEIDONIAN,KURA NUI CALEIDONIAN,Kura Nui Caleidonian
8739,659230,1914,"KURANTI ,SXNDICAIEILIM ITQY",KURANTI SXNDICAIEILIM ITQY,Kuranti Sxndicaieilim Itqy
8740,468778,1911,"KURANTI SYNDICATE, LIMITED.",KURANTI SYNDICATE LIMITED,Coronatio Syndicate Limited
8741,794606,1916,"& . 345 KURANU CALEDONIAN, LIMITED, Directors J. Cutcliffe, Chairman; G. Wilson. Mine Manager J. Secretary H. Benney, Thames, N.Z. Auditor L. R. Stevens. and Offices W. Bramall, 529-531, Salisbury House, E.C. Phone: 7727 Wall. - Registered October 24, 1913, being a second reconstruction of the Kuranui",KURANU CALEDONIAN LIMITED,Kuranu Caledonian Limited
8742,693086,1914,KURANUI CALEDONIAIQI. LIMITED.,KURANUI CALEDONIAIQI LIMITED,Kuranui Caledoniaiqi Limited
8743,453141,1911,"KURANUI CALEDONIAN, LIMITED. Directors J. Cutclilfe, Chairman j C. G. Halo j G. Wilson. Mine Manager G. v. Horn, Thames, N.Z. Secretary and Offices Walter Bramall, 529-531, Salisbury House, E.C.",KURANUI CALEDONIAN LIMITED,Kuranui Caledonianr Limited
8744,200491,1895,"KURNALPI GOLD MINING COMPANY, LIMITED.",KURNALPI GOLD MINING COMPANY LIMITED,Kurnalpi Gold Mining Company Limited
8745,1052373,1921,"KURU SOUTH, LTD. Directors F . Allen, J.P.; C01 F. P. Lousada, 0.1 G., C B. 3 I . C. Tarbutt.",KURU SOUTH LIMITED,Kuru Southi Limited
8746,1052388,1921,"KURU SYND., LTD.",KURU SYNDICATE LIMITED,Kuru Syndicate Limited
8747,1052407,1921,"KUSKI NIGERIA TIN FIELDS continuecL Kuskie Block 2068 acres; Buckram-Juga, 210 acres; Rafin Siroma, 591 acres;",KUSKI NIGERIA TIN FIELDS,Kuskie Nigeria Tin Fields Limited
8748,794632,1916,"KUSKIE NIGERIA TIN FIELDS, LIMITED, Directors Qualification, £100 . Sir G.",KUSKIE NIGERIA TIN FIELDS LIMITED,Kuskie Nigeria Tin Fields Limited
8749,736602,1915,KUSKIE NIGERIA TIN,KUSKIE NIGERIA TIN FIELDSI LIMITED,Kuskie Nigerialjiin Veields Limited
8750,863829,1917,"KUSKIE NI TIN FIELDS, LIMITED. irectors Qualification, £100 . Sir G.",KUSKIE TIN FIELDS LIMITED,Kuskie Tin Fields Limited
8751,587317,1913,"KUSSA NORTHERN NIGERIA ,TIN MINES, LIMITED.",KUSSA NORTHERN NIGERIA TIN MINES,Kussa Northern Nigeria Tin Mines
8752,376449,1909,KUTA I STmIN I NG AND Tl M BE CONCESSliONSTXTPT,KUTA STMIN AND CONCESSMIONSTXTPT,Kuta Stmin And Concessmionstxtpt
8753,435315,1910,KUTAIS MINING AND TIMBER CONCESSIONS. LTD.,KUTAIS MINING AND TIMBER CONCESSIONS,Kutais Mining Timber Concessions Limited
8754,296027,1908,"KUTLS BIVEB TIN Mine Manager H. J. Barge as, Kuila River, Stellenbosoh District, Cape Colony. Bankers African Banking Corporation, Ltd., London and Johannesburg.",KUTLS BIVEB TIN,Kutls Biveb Tin
8755,376466,1909,"KUYUKUK MINING SYNDICATE, LIMITED. Directors W. J. M. Durum j A. T. Hunter. Secretary and Offices L. M. Smith, 56, St. Mary Axe, E.C. This company was registered February 23rd, 1904, to acquire interests in mining",KUYUKUK MINING SYNDICATE LIMITED,Kuyukuk Mining Syndicate Limited
8756,744875,1915,KVNJIGERSIAN VENTURES SYNDICATE. LIMITED.,KVNJIGERSIAN VENTURES SYNDICATE LIMITED,Kvnjigersian Ventures Syndicate Limited
8757,352681,1909,KWABEN MINES LIMITED.,KWABEN MINES LIMITED,Kwaben Mines Limited
8758,468788,1911,"KWAHU S Y N D I CATE, LI MITE D7",KWAHU CATE MITE,Kwahu Cate Mite
8759,1094140,1922,"KWAHU MINING co. LTD. Directors A. D. c. Cawood; s. Lee; is. L. Wfltefl. Resident Engineer H. Secretary and Ofier G. C. Kinloch. s N. S. Pain, 17, Farrinudon Avenue. E.C.",KWAHU MINING LIMITED,Kwahu Mining Limited
8760,529636,1912,"KWAHU SYNDICATE, LIMITED.",KWAHU SYNDICATE LIMITED,Gauf Syndicate Limited
8761,659281,1914,KWALL TIN FIE LD QF NIGERIA. LIMITED.,KWALL TIN FIE NIGERIA LIMITED,Kwall Tin Fields Nigeria Limited
8762,529640,1912,KWAMI ACHIM. LImItEdT,KWAMI ACHIM LIMITE,Kwami Achim Limite
8763,587325,1913,KWAML ACHIM. LIMITED.,KWAML ACHIM LIMITED,Kwaml Achim Limited
8764,468793,1911,"KWANDE NIGERIA TIN SYNDICATE, LIMITED.",KWANDE NIGERIA TIN SYNDICATE LIMITED,Kwande Nigeria Tin Syndicate Limited
8765,693104,1914,KWANG SYNDICATE. LIMITED.,KWANG SYNDICATE LIMITED,Kwang Syndicate Limited
8766,693110,1914,"KYSFITIM CORPORVTTION, LIMITED.",KYSFITIM CORPORVTTION LIMITED,Kysfitim Corporvttion Limited
8767,971241,1919,KYSHTIM coRPoRAT |oN. LTD.,KYSHTIM CORPORAT LIMITED,Kyshtim Corporation Limited
8768,736657,1915,"KYSHTIM C-OEPORATION, LIMITED.",KYSHTIM OEPORATION LIMITED,Kyshtim Oeporation Limited
8769,971253,1919,"KYSHTIM 0ORPORA 1 ION area of 2,198 square miles, situate in the Government of Perm, southern district",KYSHTIM ORPORA ION,Kyshtim Orpora Ion
8770,794737,1916,"KYSHTM CORPORATION, LIMITED. Trustees for Debenture Holders London Trust Company, Ltd.",KYSHTM CORPORATION LIMITED,Kyshtim Corporation Limited
8771,296474,1908,"LA N G LAAGTE ROYAL GOLD MINING Cd. L.TD. Directors Qualification, 300 Harold F. shares . Strange, Chairman, alternate C. W. Villiers. I S. B. Joel, alternate J. Monro.",LAAGTE ROYAL GOLD MINING,Laagte Royal Gold Mining
8772,496400,1911,LAB UAN COALFIEIiDS.,LAB UAN COALFIEIIDS,Labuan Coalfields Company Limitedt
8773,1135688,1923,"LAboENc L AvE SYND., ,LTD.",LABOENB SYNDICATE LIMITED,Laboenb Syndicate Limited
8774,435457,1910,LABRADOR SYNDICATE. LIMITED. Direotors R. S Fmion; C. T. Owen.,LABRADOR SYNDICATE LIMITED,Labrador Syndtcaterumited Labuan Coalfields Company
8775,263211,1903,"LABUAN AITID DORNEO, LIMITED.",LABUAN AITID DORNEO LIMITED,Labuan Aitid Dorneo Limited
8776,263214,1903,LABUAN COALFIELDS COMPANY. LIMITED.,LABUAN COALFIELDS COMPANY LIMITED,Labuan Coalfields Company Limitedt
8777,626018,1913,"LABUArNv CiOxfiliE IQ S COMPANY, LIMITED.",LABUARNV COMPANY LIMITED,Labuarnv Company Limited
8778,296079,1908,LACE DIAMOND mFnTnc COMPANY. LIMITED.,LACE DIAMOND COMPANY LIMITED,Lace Diamond Mining Company Limited
8779,352720,1909,LACE PROPRIETARY MINES. LIMITED.,LACE PROPRIETARY MINES LIMITED,Lace Proprietary Mines Limited
8780,529658,1912,"LACE PROPRIETARY MINES, LIMITED.",LACE PROPRIETARY MINES LIMITED,Lace Proprivetary Mines Limited
8781,280216,1908,"LACHLAN GOLD FIELDS. LIMITED. Beceiver and Liquidator C. P. Oswald, 615, Salisbury House, K.C.",LACHLAN GOLD FIELDS LIMITED,Lachlan Gold Fields Limited
8782,547642,1912,B LACKWE Q7S DE V ELO P M ENT C iORPC TR AT ION. LTD.,LACKWE QTS ELO ENT IORPC,Lackwe Qts Elo Ent Iorpc
8783,468824,1911,"LACTTl PRJETARYnvi IN ES, LI MITED.",LACTTL PRJETARYLV MITED,Lacttl Prjetarylv Mited
8784,435462,1910,"LADO GA LAKE MINING AND SMELTING CO.. Directors Qualification, £500 .",LADO LAKE MINING AND SMELTING,Lado Lake Mining And Smelting
8785,558232,1912,"LADOGA L KrTlviriNiNG AND SMELTING CO., LTD.",LADOGA INING AND SMELTING LIMITED,Ladoga Ining And Smelting Limited
8786,376603,1909,"LADOGA LAKE MINING AND SMELTING CO.. LTD Directors Qualification, £5001.",LADOGA LAKE MINING AND SMELTING,Ladoga Lake Mining And Smelting
8787,392472,1910,"LADY FANNY COPPER SYNDICATE, LIMITED.",LADY FANNY COPPER SYNDICATE LIMITED,Lady Fanny Copper Syndicate Limited
8788,12230,1887,"LADY FRANKLIN MINING COMPANY,",LADY FRANKLIN MINING COMPANY,Lady Franklin Mining Company Limited
8789,736905,1915,"LADY GWEN TIN MINEDS, LIMITED.",LADY GWEN TIN MINEDS LIMITED,Lady Gwen Tin Mineds Limited
8790,137203,1893,"LADY ISABELLE 2 & 3 S., LIMITED,",LADY ISABELLE LIMITED,Lady Isabelle Limited
8791,200554,1895,"LADY LOCH GOLD MINE, LIMITED.",LADY LOCH GOLD MINE LIMITED,Lady Loch Gold Mine Limited
8792,200596,1895,"LADY MARY AMALGAMATED GOLD MINES,",LADY MARY AMALGAMATED GOLD MINES,Lady Mary Amalgamated Gold Mines
8793,376614,1909,"LADYSHORE COAL COMPANY. LIMITED. Directors W. Fletcher; N. Fletcher, Managing. Secretary and Offices Wm. Kirkpatrick, Lndyshore, Little Lever, Bolton. This company was registered February 15th, 1907, to acquire the business of",LADYSHORE COAL COMPANY LIMITED,Ladyshore Coalt Company Limited
8794,55396,1888,LADYSMITH GOLD MINING COMPANY.,LADYSMITH GOLD MINING COMPANY,Ladysmith Natal Coaljfields Limited
8795,263225,1903,"LADYWELL MINE ,coMPANY, LIMITED.",LADYWELL MINE COMPANY LIMITED,Ladywell Mining Company Limited
8796,547653,1912,"B LAEN CWM COLLI E R Y CO M PAN Y 1911 , LIMITED.",LAEN CWM COLLI PAN LIMITED,Laen Cwm Colli Pan Limited
8797,547735,1912,BI LAEN C LY DAC H COLLIERY CO MP A NY. LIMITED.,LAEN DAC COLLIERY LIMITED,Laen Dac Colliery Limited
8798,693299,1914,LAFAYETTE COAL COMPANY socu ETE ANONYME DES CHARBONNAQESLLAFAYETTE . LIMITED.,LAFAYETTE COAL COMPANY ETE ANONYME,Lafayette Coal Company Societe Anonyme
8799,864209,1917,"LAFON RIVER AR NIGERIA , LIMITED. irectors Qualification, £500 .",LAFON RIVER NIGERIA LIMITED,Lafon River Nigeria Limited
8800,529690,1912,"LAFON RIVER TIN AREAS NIGERIA , LIMITED.",LAFON RIVER TIN AREAS NIGERIA,Lafon River Nigeria Limited
8801,736917,1915,LAFON RIVER TIN,LAFON RIVER TTN ARE NIGEDIQIA,Lafon River Nigeria Limited
8802,1011011,1920,"LAFON RlVEl TIN AREAS NIGERIALVLITD. irectors Qualification, £600 . J. Gardiner, Chairman. I A. H. Young.",LAFON RLVEL TIN AREAS NIGERIALVLITD,Lafon Rlvel Tin Areas Nigerialvlitd
8803,794993,1916,LAFONT RIVER TIN,LAFONT RIVER TIN,Lafont River Tin
8804,55390,1888,LAFORTUNA DEVELOPING AND GOLD MINING,LAFORTUNA DEVELOPING AND GOLD MINING,Lafortuna Developing And Gold Mining
8805,626040,1913,"cash £1,757, debtors £1,023, stores £1,434, creditors, £103,550. Transfer Summon magi ; .7 r. . - . Mafia- uwmm LAGO MONTAGNA, LIMITED. . ..",LAGO MONTAGNA LIMITED,Lago Montagna Limited
8806,296153,1908,"shares Nos. 200,001 to 220,000. Latest price, 2s: LAGO S PROPRIETARY SYNDICATET LTm itEldT Directors Qualification, £100 .",LAGO PROPRIETARY SYNDICATET LTM,Lago Proprietary Syndicatet Ltm
8807,352755,1909,"LAGOS PROPRIETARY SYNDICATE, LIMITED.",LAGOS PROPRIETARY SYNDICATE LIMITED,Lagos Proprietary Syndicate Limited
8808,1135697,1923,LAH AT M I NES. LTD.,LAH NES LIMITED,Lah Nes Limited
8809,320506,1908,LAHAT MINES. LIM ITED.,LAHAT MINES LIM ITED,Lahat Mines Limited
8810,435488,1910,LAHAT MINES. LIMITED.,LAHAT MINES LIMITED,Lahat Mines Limited
8811,1011057,1920,"LAHUN SYND. LTD. Recretary and Ofllces A. H. Varnier, Swan Chambers, Great Swan Alley, E.C. 2.",LAHUN SYNDICATE LIMITED,Lahun Syndicate Limited
8812,392604,1910,"LAiiCETiELLT GOLD MlN I NG COM PA N Y , LIMITED.",LAIICETIELLT GOLD COM LIMITED,Laiicetiellt Gold Com Limited
8813,216660,1895,"LAING S MATABELELAND SYNDICATE, LIMITED.",LAING MATABELELAND SYNDICATE LIMITED,Laing Matabeleland Syndicate Limited
8814,736995,1915,LAK COPPER PROPRIETARY,LAK COPPER PROPRIETARY,Lak Copper Proprietary
8815,971458,1919,"highest, 23s. l d.; lowest, 14s. 10d. Latest price, 16s. 9d. LAK: VIEW AN D Directors Quah flOcaRtioOn,YAexceIpEt XfirsPt,L2O00RshAareTs I.ON, LTD. F. A. Govett, Cltairaa-1| and Managing. | J. A. Agnew. I J. H. Cordner-James. W. C. G. Romaine. I W. F. Turner. I 1 . White, J.P.",LAK VIEW YAEX LZO LIMITED,Lak View Yaex Lzo Limited
8816,693442,1914,LAKE vinw AND OBOYA continiued.,LAKE AND OBOYA,Lake And Oboya
8817,12300,1887,"LAKE CITY MINING COMPANY, LIMITED.",LAKE CITY MINING COMPANY LIMITED,Lake City Mining Company Limited
8818,392490,1910,"LAKE V I EW CONSOLS, LIMITED.",LAKE CONSOLS LIMITED,Lake Consols Limited
8819,376639,1909,"Nos, 40,001 to 90,000. Latest price, 1-&, 1XV. LAKE COP Erf ROPmETARY COMPANY. LIMITED.",LAKE COP ROPMETARY COMPANY LIMITED,Lake Cop Ropmetary Company Limited
8820,435524,1910,LAKE COPPBB PBOPBIETABY,LAKE COPPBB PBOPBIETABY,Lake Coppbb Pbopbietaby
8821,435506,1910,"Nog. 40,001 to 90,000. Latest price. lTy. | LAKE COPPER PROPRIETARY COMPANY. LIMITED.",LAKE COPPER PROPRIETARY COMPANY LIMITED,Lake Copper Proprietary Company Limited
8822,927631,1918,"LAKE COPPER PROPRIETARY CO., LTD",LAKE COPPER PROPRIETARY LIMITED,Lake Copper Proprietary Limited
8823,864538,1917,"LAKE V IEW SOUTH, LIMITED. Directors Qualification, £40 .",LAKE IEW SOUTH LIMITED,Lake Iew South Limited
8824,336220,1909,LAKE JUKES COPPER COMPANY. NO LIABILITY.,LAKE JUKES COPPER COMPANY LIABILITY,Lake Jukes Copper Company Liability
8825,280250,1908,LAKE KERFORD T GOLD MIN£ST1.IMTTED. Directors.,LAKE KERFORD GOLD MIN IMTTED,Lake Kerford Gold Mines Limited
8826,280234,1908,LAKE J U KES COPPER COM P NYT NO LIABILITY;,LAKE KES COPPER COM NYT,Lake Kes Copper Com Nyt
8827,200647,1895,"LAKE LEFROY GOLD MINE, LIMITED.",LAKE LEFROY GOLD MINE LIMITED,Lake Lefroy Gold Mine Limited
8828,737012,1915,LAKE MELVILLE SYNDICATE. LIMITED.,LAKE MELVILLE SYNDICATE LIMITED,Lake Melville Syndicate Limited
8829,468859,1911,"LAKE SHORE SYNDiQATE, LIMITED.",LAKE SHORE SYNDIQATE LIMITED,Lake Shore Syndiqate Limited
