loc,country,lat,lon
Lagos,Portugal,37.1028,-8.6728
Lala,India,24.5542,92.6159
Lala,Philippines,7.9667,123.75
Lampa,Chile,-33.2833,-70.9
Lampa,Peru,-15.3636,-70.3656
Las Rosas,Argentina,-32.4833,-61.5833
Las Rosas,Mexico,16.3667,-92.35
Launceston,Australia,-41.4419,147.145
Launceston,United Kingdom,50.637,-4.36
Laval,Canada,45.5833,-73.75
Laval,France,48.0733,-0.7689
Leek,Netherlands,53.1667,6.3833
Leek,United Kingdom,53.108,-2.0234
Leer,Germany,53.2308,7.4528
Leer,South Sudan,8.2979,30.1475
Leganes,Philippines,10.7833,122.5833
Leganes,Spain,40.3281,-3.7644
Leon,Nicaragua,12.4344,-86.8775
Leon,Philippines,10.7808,122.3894
Leon,Spain,42.6056,-5.57
Lere,Chad,9.77,14.15
Lere,Mali,15.7117,-4.9117
Libertad,Argentina,-34.6833,-58.6833
Libertad,Philippines,11.769,121.9189
Libertad,Uruguay,-34.6333,-56.6192
Lille,Belgium,51.2333,4.8333
Lille,France,50.6278,3.0583
Limay,France,48.9933,1.7358
Limay,Philippines,14.5619,120.5983
Limbe,Cameroon,4.0167,9.2167
Limbe,Haiti,19.7056,-72.4147
Linares,Chile,-35.85,-71.6
Linares,Colombia,1.35,-77.5333
Linares,Mexico,24.8597,-99.5647
Linares,Spain,38.0833,-3.6333
Llanera,Philippines,15.6625,121.0197
Llanera,Spain,43.4667,-5.9333
Loja,Ecuador,-3.9833,-79.2
Loja,Spain,37.1667,-4.15
Loreto,Brazil,-7.0839,-45.1408
Loreto,Italy,43.4389,13.6086
Loreto,Mexico,22.2667,-101.9833
Loreto,Philippines,8.1856,125.8538
Lubao,Congo (Kinshasa),-5.385,25.745
Lubao,Philippines,14.9333,120.6
Luce,France,48.4383,1.465
Luce,Slovenia,46.3565,14.7436
Lucena,Brazil,-6.9,-34.8689
Lucena,Philippines,13.9333,121.6167
Lucena,Spain,37.4,-4.4833
Lugo,Italy,44.4167,11.9167
Lugo,Spain,43.0167,-7.55
Macau,Brazil,-5.115,-36.6339
Macau,Macau,22.2006,113.5461
Madrid,Colombia,4.7344,-74.2683
Madrid,Philippines,9.2619,125.9647
Madrid,Spain,40.4169,-3.7033
Madridejos,Philippines,11.2667,123.7333
Madridejos,Spain,39.4667,-3.5333
Mafra,Brazil,-26.1108,-49.805
Mafra,Portugal,38.9411,-9.3319
Magdalena,Argentina,-35.0833,-57.5167
Magdalena,Bolivia,-13.2606,-64.0528
Magdalena,Mexico,20.9092,-103.9803
Magdalena,Philippines,14.2,121.4333
Mahad,India,18.083,73.417
Mahad,Iraq,36.6472,43.4117
Mahdia,Guyana,5.2667,-59.15
Mahdia,Tunisia,35.5,11.0667
Maina,Guam,13.4692,144.7332
Maina,India,23.1712,76.6629
Maipu,Argentina,-32.9667,-68.75
Maipu,Chile,-33.5167,-70.7667
Malaga,Colombia,6.7833,-72.6667
Malaga,Spain,36.7194,-4.42
Mali,China,23.1277,104.7029
Mali,Guinea,12.084,-12.301
Mali,India,25.1269,84.7084
Manati,Colombia,10.445,-74.9597
Manati,Cuba,21.3144,-76.9378
Manati,Puerto Rico,18.4283,-66.4823
Manga,Brazil,-14.7558,-43.9319
Manga,Burkina Faso,11.6667,-1.0667
Mani,Burkina Faso,13.26,-0.2094
Mani,Colombia,4.8167,-72.2833
Mansa,India,29.9906,75.3996
Mansa,Zambia,-11.2,28.8833
Manta,Benin,10.3564,1.1056
Manta,Ecuador,-0.95,-80.7162
Manzanares,Colombia,5.2519,-75.1569
Manzanares,Spain,38.9964,-3.3731
Manzanillo,Cuba,20.3397,-77.1086
Manzanillo,Mexico,19.0522,-104.3158
Mao,Chad,14.1194,15.3133
Mao,Dominican Republic,19.5667,-71.0833
Marigot,Haiti,18.2333,-72.3167
Marigot,Saint Martin,18.0706,-63.0847
Massy,France,48.7309,2.2713
Massy,Kyrgyzstan,41.0608,72.6328
Matanzas,Cuba,23.0511,-81.5753
Matanzas,Dominican Republic,18.2428,-70.4192
Matina,Brazil,-13.9089,-42.8489
Matina,Costa Rica,10.0099,-83.3096
Maur,India,30.0833,75.25
Maur,Switzerland,47.3417,8.6703
Medellin,Colombia,6.2308,-75.5906
Medellin,Philippines,11.1286,123.9622
Meishan,China,30.0575,103.8381
Meishan,Taiwan,23.5607,120.6296
Melgaco,Brazil,-1.8039,-50.7119
Melgaco,Portugal,42.1167,-8.2667
Melle,Belgium,51,3.8
Melle,Germany,52.2044,8.3389
Merida,Mexico,20.97,-89.62
Merida,Philippines,10.9098,124.5376
Merida,Spain,38.9,-6.3333
Merida,Venezuela,8.48,-71.19
Meru,France,49.2358,2.135
Meru,India,24.0097,85.4673
Meru,Kenya,0.05,37.65
Middelburg,Netherlands,51.5,3.6167
Middelburg,South Africa,-25.7684,29.4783
Minas,Cuba,21.4894,-77.605
Minas,Uruguay,-34.3667,-55.2333
Mira,Italy,45.4375,12.1329
Mira,Portugal,40.4333,-8.7333
Miranda,Brazil,-20.2408,-56.3778
Miranda,Colombia,3.25,-76.25
Mirzapur,Bangladesh,24.1083,90.0917
Mirzapur,India,25.146,82.569
Moanda,Congo (Kinshasa),-5.9342,12.3494
Moanda,Gabon,-1.5667,13.2
Moka,India,15.238,77.0599
Moka,Mauritius,-20.219,57.496
Moncada,Philippines,15.7331,120.5725
Moncada,Spain,41.4867,2.1879
Moncao,Brazil,-3.4919,-45.2508
Moncao,Portugal,42.0733,-8.48
Montenegro,Brazil,-29.6889,-51.4608
Montenegro,Colombia,4.5671,-75.7504
Monterrey,Colombia,4.8783,-72.8972
Monterrey,Mexico,25.6667,-100.3
Montijo,Portugal,38.6833,-8.9
Montijo,Spain,38.91,-6.6175
Montmagny,Canada,46.9833,-70.55
Montmagny,France,48.9736,2.3458
Mora,Costa Rica,10.0088,-84.0216
Mora,Mali,14.3278,-4.6
Mora,Spain,39.684,-3.777
Mora,Sweden,61.0167,14.5333
Morales,Colombia,2.7603,-76.6339
Morales,Guatemala,15.4725,-88.8414
Morden,Canada,49.1919,-98.1006
Morden,United Kingdom,51.4015,-0.1949
Mori,Italy,45.85,10.9833
Mori,Japan,34.8356,137.9271
Moron,Argentina,-34.65,-58.6167
Moron,Cuba,22.1108,-78.6278
Moron,Haiti,18.56,-74.2579
Moron,Mongolia,49.6356,100.1556
Murcia,Philippines,10.6,123.0333
Murcia,Spain,37.9861,-1.1303
Mwanza,Malawi,-15.5986,34.5178
Mwanza,Tanzania,-2.5167,32.9
Nara,Japan,34.6844,135.805
Nara,Mali,15.18,-7.28
Naryn,Kyrgyzstan,41.4333,76
Naryn,Tajikistan,38.2,68.9
Nawabganj,Bangladesh,24.6,88.2667
Nawabganj,India,28.54,79.633
Nazare,Brazil,-13.035,-39.0139
Nazare,Portugal,39.6,-9.0667
Nazareth,India,8.5562,77.971
Nazareth,Israel,32.7019,35.3033
Nelson,Canada,49.5,-117.2833
Nelson,New Zealand,-41.2708,173.2839
Nelson,United Kingdom,53.8346,-2.218
Neunkirchen,Austria,47.7269,16.0817
Neunkirchen,Germany,49.35,7.1667
Neya,Japan,34.7667,135.6333
Neya,Russia,58.3,43.8667
Nicosia,Cyprus,35.1725,33.365
Nicosia,Italy,37.75,14.4
Nola,Central African Republic,3.5333,16.0667
Nola,Italy,40.9333,14.5333
Noto,Italy,36.8833,15.0833
Noto,Japan,37.3103,137.1477
Nova Esperanca,Angola,-6.7333,15.9
Nova Esperanca,Brazil,-23.1839,-52.205
Novi Pazar,Bulgaria,43.35,27.2
Novi Pazar,Serbia,43.15,20.5167
Novomoskovsk,Russia,54.0833,38.2167
Novomoskovsk,Ukraine,48.6328,35.2239
Nueva Concepcion,El Salvador,14.1333,-89.3
Nueva Concepcion,Guatemala,14.1997,-91.2997
Obando,Colombia,4.5833,-75.9167
Obando,Philippines,14.7083,120.9375
Obidos,Brazil,-1.9178,-55.5178
Obidos,Portugal,39.3581,-9.1578
Ocana,Colombia,8.2333,-73.35
Ocana,Spain,39.9569,-3.4967
Oeiras,Brazil,-7.025,-42.1308
Oeiras,Portugal,38.6833,-9.3167
Oliva,Argentina,-32.0333,-63.5667
Oliva,Spain,38.9194,-0.1211
Onda,India,25.2452,85.665
Onda,Spain,39.9625,-0.2639
Oranjestad,Aruba,12.5186,-70.0358
Oranjestad,"Bonaire, Sint Eustatius, and Saba",17.4833,-62.9833
Ostrov,Czechia,50.306,12.9392
Ostrov,Russia,57.35,28.35
Ourem,Brazil,-1.5478,-47.1189
Ourem,Portugal,39.65,-8.5667
Pacora,Colombia,5.5258,-75.4589
Pacora,Panama,9.08,-79.28
Padre Las Casas,Chile,-38.7667,-72.6
Padre Las Casas,Dominican Republic,18.7333,-70.9333
Paita,New Caledonia,-22.1337,166.3505
Paita,Peru,-5.0911,-81.1064
Palencia,Guatemala,14.6676,-90.3575
Palencia,Spain,42.0167,-4.5333
Palermo,Colombia,2.8917,-75.4375
Palermo,Italy,38.1157,13.3613
Palestina,Brazil,-20.39,-49.4328
Palestina,Colombia,5.0833,-75.6667
Palma,Mozambique,-10.7758,40.4667
Palma,Spain,39.5667,2.65
Palmares,Brazil,-8.6828,-35.5919
Palmares,Costa Rica,10.0466,-84.4373
Palmira,Colombia,3.5833,-76.25
Palmira,Cuba,22.2444,-80.3944
Palu,Indonesia,-0.895,119.8594
Palu,Turkey,38.7039,39.9511
Pamplona,Colombia,7.3781,-72.6525
Pamplona,Philippines,9.4667,123.1167
Pamplona,Spain,42.8167,-1.65
Panorama,Brazil,-21.3564,-51.86
Panorama,Greece,40.5833,23.0333
Paola,Italy,39.3667,16.0333
Paola,Malta,35.8728,14.5075
Para,C̫te d'Ivoire,5.5167,-7.3333
Para,India,23.5142,86.498
Paraiso,Costa Rica,9.8432,-83.8463
Paraiso,Dominican Republic,18,-71.1667
Paraiso,Mexico,18.3961,-93.2128
Parana,Argentina,-31.7331,-60.5297
Parana,Brazil,-12.615,-47.8828
Parigi,India,13.8929,77.4598
Parigi,Indonesia,-7.6914,108.5372
Parral,Chile,-36.15,-71.8333
Parral,Mexico,26.9333,-105.6667
Patos,Albania,40.6833,19.6167
Patos,Brazil,-7.0244,-37.28
Patti,India,31.28,74.86
Patti,Italy,38.1389,14.9648
Pavia,Italy,45.1853,9.155
Pavia,Philippines,10.775,122.5417
Pedernales,Dominican Republic,18.0333,-71.75
Pedernales,Ecuador,0.07,-80.055
Penrith,Australia,-33.7511,150.6942
Penrith,United Kingdom,54.6648,-2.7548
Perez,Argentina,-33,-60.7667
Perez,Philippines,14.1833,121.9333
Perth,Australia,-31.9559,115.8606
Perth,United Kingdom,56.3958,-3.4333
Peterborough,Australia,-32.9667,138.8333
Peterborough,Canada,44.3,-78.3167
Peterborough,United Kingdom,52.5662,-0.2366
Phulpur,Bangladesh,24.955,90.3573
Phulpur,India,25.55,82.1
Picos,Brazil,-7.0769,-41.4669
Picos,Cabo Verde,15.083,-23.632
Pila,Philippines,14.2333,121.3667
Pila,Poland,53.15,16.7333
Pilar,Argentina,-34.4588,-58.9142
Pilar,Brazil,-9.5972,-35.9567
Pilar,Paraguay,-26.87,-58.3
Pilar,Philippines,12.9244,123.6756
Pinto,Chile,-36.7,-71.9
Pinto,Spain,40.25,-3.7
Pokrov,Russia,55.9117,39.1847
Pokrov,Ukraine,47.6533,34.0842
Pokrovsk,Russia,61.4833,129.15
Pokrovsk,Ukraine,48.2828,37.1828
Pombal,Brazil,-6.77,-37.8019
Pombal,Portugal,39.9161,-8.6281
Ponta do Sol,Cabo Verde,17.202,-25.093
Ponta do Sol,Portugal,32.6806,-17.1042
Pontevedra,Philippines,10.3667,122.8833
Pontevedra,Spain,42.4333,-8.6333
Porto,Brazil,-3.8928,-42.71
Porto,Portugal,41.1621,-8.622
Potosi,Bolivia,-19.5892,-65.7533
Potosi,Colombia,0.8081,-77.5728
Potosi,Nicaragua,11.4942,-85.8556
Pozega,Croatia,45.3331,17.6736
Pozega,Serbia,43.8459,20.0368
Progreso,Mexico,32.5842,-115.5842
Progreso,Uruguay,-34.665,-56.2194
Pueblo Nuevo,Colombia,8.5008,-75.5072
Pueblo Nuevo,Mexico,17.1576,-92.8973
Pueblo Nuevo,Nicaragua,13.3797,-86.4808
Pueblo Viejo,Dominican Republic,18.4,-70.7667
Pueblo Viejo,Mexico,19.1781,-100.2856
Puente Nacional,Colombia,5.8833,-73.6833
Puente Nacional,Mexico,19.3333,-96.4833
Puerto Escondido,Colombia,8.95,-76.25
Puerto Escondido,Mexico,15.8619,-97.0672
Puerto Rico,Argentina,-26.8,-55.0167
Puerto Rico,Colombia,1.9142,-75.145
Puri,Angola,-7.6833,15.6
Puri,India,19.8106,85.8314
Puttalam,India,8.0981,77.464
Puttalam,Sri Lanka,8.033,79.826
Queenstown,Australia,-42.0667,145.55
Queenstown,South Africa,-31.9,26.8833
Quesada,Costa Rica,10.3441,-84.4199
Quesada,Guatemala,14.2723,-90.0373
Quezaltepeque,El Salvador,13.8333,-89.2667
Quezaltepeque,Guatemala,14.6333,-89.45
Rabat,Malta,35.8817,14.3989
Rabat,Morocco,34.0209,-6.8416
Rafah,Egypt,31.2808,34.2414
Rafah,Gaza Strip,31.2886,34.2519
Rasht,Iran,37.2808,49.5831
Rasht,Tajikistan,39.0167,70.3833
Remedios,Colombia,7.0275,-74.6939
Remedios,Cuba,22.4922,-79.5458
Requena,Peru,-5.0569,-73.8515
Requena,Spain,39.4861,-1.1017
Resende,Brazil,-22.4689,-44.4469
Resende,Portugal,41.106,-7.964
Retiro,Chile,-36.0333,-71.7667
Retiro,Colombia,6.0572,-75.5025
Ribeira Brava,Cabo Verde,16.615,-24.299
Ribeira Brava,Portugal,32.6833,-17.05
Ribeira Grande,Cabo Verde,17.183,-25.065
Ribeira Grande,Portugal,37.8167,-25.5167
Ricaurte,Colombia,1.2108,-77.9933
Ricaurte,Ecuador,-2.8667,-78.9333
Riga,India,26.6553,85.442
Riga,Latvia,56.9489,24.1064
Rio Branco,Brazil,-9.9747,-67.81
Rio Branco,Uruguay,-32.5972,-53.3833
Rio Claro,Brazil,-22.4108,-47.5608
Rio Claro,Trinidad and Tobago,10.3042,-61.1708
Rio Cuarto,Argentina,-33.1333,-64.35
Rio Cuarto,Costa Rica,10.4076,-84.2135
Rio Grande,Argentina,-53.7833,-67.7
Rio Grande,Brazil,-32.035,-52.0986
Rio Grande,Dominican Republic,19.73,-70.8
Rio Grande,Puerto Rico,18.3789,-65.8388
Rio Negro,Brazil,-26.1,-49.79
Rio Negro,Chile,-40.7833,-73.2
Rio Segundo,Argentina,-31.6501,-63.9116
Rio Segundo,Costa Rica,10.0013,-84.1937
Rio Tinto,Brazil,-6.8028,-35.0808
Rio Tinto,Portugal,41.178,-8.56
Rivera,Colombia,2.7853,-75.2589
Rivera,Uruguay,-30.9025,-55.5506
Rocafuerte,Ecuador,-0.92,-80.46
Rocafuerte,Peru,-0.9329,-75.4
Rochefort,Belgium,50.1667,5.2167
Rochefort,France,45.9421,-0.9588
Ronda,Philippines,10.0003,123.4095
Ronda,Spain,36.7372,-5.1647
Rosario,Argentina,-32.9575,-60.6394
Rosario,Brazil,-2.9339,-44.235
Rosario,Philippines,13.846,121.206
Rosario,Uruguay,-34.3139,-57.3525
Rosas,Colombia,2.2667,-76.75
Rosas,Spain,42.2633,3.175
Ruse,Bulgaria,43.8231,25.9539
Ruse,Slovenia,46.5386,15.5154
Sabaneta,Colombia,6.15,-75.6
Sabaneta,Dominican Republic,19.4833,-71.35
Sabaneta,Venezuela,8.7522,-69.9325
Sabang,India,22.183,87.599
Sabang,Indonesia,5.8942,95.3192
Sadovoye,Kyrgyzstan,42.8528,74.1722
Sadovoye,Ukraine,46.1269,30.385
Safi,Malta,35.8333,14.485
Safi,Morocco,32.2833,-9.2333
Saidpur,Bangladesh,25.8004,89
Saidpur,India,25.55,83.18
Saidpur,Pakistan,33.7421,73.0677
Saint-Denis,France,48.9356,2.3539
Saint-Denis,Reunion,-20.8789,55.4481
Saint-Louis,France,47.59,7.57
Saint-Louis,Senegal,16.0333,-16.5
Saka,Japan,34.3412,132.5136
Saka,Morocco,34.6167,-3.4167
Saki,Azerbaijan,41.2,47.1667
Saki,Nigeria,8.6667,3.4
Salamanca,Chile,-31.7667,-70.9667
Salamanca,Mexico,20.5703,-101.1972
Salamanca,Spain,40.965,-5.6642
Salamina,Colombia,5.4083,-75.49
Salamina,Greece,37.9667,23.5
Salaya,India,22.32,69.6
Salaya,Thailand,13.8023,100.3208
Salcedo,Dominican Republic,19.378,-70.418
Salcedo,Philippines,11.15,125.6667
Sale,Australia,-38.1,147.0667
Sale,Morocco,34.0333,-6.8
Sale,United Kingdom,53.424,-2.322
Sali,Algeria,26.9833,-0.0333
Sali,Senegal,14.4383,-17.0125
Salo,Finland,60.3861,23.125
Salo,Italy,45.6,10.5333
Salto,Brazil,-23.2008,-47.2869
Salto,Uruguay,-31.3833,-57.95
Salvador,Brazil,-12.9747,-38.4767
Salvador,Cuba,20.2094,-75.2231
Salyan,Azerbaijan,39.595,48.9792
Salyan,Nepal,28.35,82.1833
Samana,Colombia,5.5833,-74.9167
Samana,Dominican Republic,19.2,-69.3167
Samana,India,30.15,76.19
Same,Tanzania,-4.0667,37.7833
Same,Timor-Leste,-9,125.65
San Agustin,Colombia,1.9,-76.2833
San Agustin,Philippines,12.5689,122.1314
San Andres,Colombia,12.5847,-81.7006
San Andres,Philippines,14.5739,121.0039
San Bernardo,Argentina,-27.2667,-60.7
San Bernardo,Chile,-33.5833,-70.7
San Bernardo,Colombia,1.5108,-77.0467
San Cristobal,Argentina,-30.3167,-61.2333
San Cristobal,Cuba,22.7169,-83.0511
San Cristobal,Dominican Republic,18.4167,-70.1056
San Cristobal,Mexico,16.737,-92.6376
San Cristobal,Venezuela,7.7682,-72.2322
San Dionisio,Nicaragua,12.7625,-85.8503
San Dionisio,Philippines,14.4839,120.9925
San Estanislao,Colombia,10.4,-75.15
San Estanislao,Paraguay,-24.65,-56.4333
San Felipe,Chile,-32.75,-70.7239
San Felipe,Guatemala,14.6206,-91.5961
San Felipe,Mexico,21.4833,-101.2167
San Felipe,Philippines,15.0619,120.07
San Felipe,Venezuela,10.3353,-68.7458
San German,Cuba,20.6011,-76.1325
San German,Puerto Rico,18.0827,-67.046
San Ignacio,Belize,17.1588,-89.0696
San Ignacio,Costa Rica,9.7997,-84.163
San Ignacio,El Salvador,14.3333,-89.1833
San Ignacio,Honduras,14.65,-87.0333
San Ignacio,Paraguay,-26.8867,-57.0283
San Ignacio,Peru,-5.1456,-79.0017
San Isidro,Argentina,-34.4667,-58.5167
San Isidro,Costa Rica,9.9737,-83.9861
San Isidro,Nicaragua,12.9283,-86.1922
San Isidro,Philippines,14.4685,121.0118
San Javier,Argentina,-30.5833,-59.95
San Javier,Bolivia,-16.2748,-62.5072
San Javier,Chile,-35.5924,-71.7353
San Javier,Spain,37.8037,-0.8343
San Joaquin,Chile,-33.4792,-70.6413
San Joaquin,Philippines,10.6,122.0833
San Jorge,El Salvador,13.6833,-88.3833
San Jorge,Guatemala,14.9253,-89.5897
San Jorge,Philippines,11.9833,124.8167
San Juan Bautista,Guatemala,14.4167,-91.1833
San Juan Bautista,Paraguay,-26.6333,-57.1667
San Juan Nepomuceno,Colombia,9.95,-75.0833
San Juan Nepomuceno,Paraguay,-26.1167,-55.93
San Julian,Argentina,-49.3,-67.7167
San Julian,Bolivia,-16.9064,-62.6169
San Julian,El Salvador,13.6976,-89.5596
San Julian,Mexico,61.524,105.3188
San Julian,Philippines,11.7536,125.4558
San Manuel,Honduras,15.3333,-87.9167
San Manuel,Philippines,16.0656,120.6667
San Martin,Argentina,-33.0806,-68.4706
San Martin,Colombia,3.6944,-73.6936
San Miguel,Argentina,-34.5333,-58.7167
San Miguel,El Salvador,13.4814,-88.1775
San Miguel,Philippines,15.1458,120.9783
San Miguelito,Nicaragua,11.4025,-84.9003
San Miguelito,Panama,9.033,-79.5
San Nicolas,Cuba,22.7819,-81.9069
San Nicolas,Philippines,16.07,120.7653
San Pedro,Argentina,-33.6794,-59.6669
San Pedro,Belize,17.9214,-87.9611
San Pedro,Chile,-33.8944,-71.4558
San Pedro,Colombia,4,-76.2292
San Pedro,Costa Rica,9.9332,-84.047
San Pedro,Mexico,25.7578,-102.9831
San Pedro,Philippines,14.3583,121.0583
San Quintin,Mexico,30.4837,-115.95
San Quintin,Philippines,15.9844,120.815
San Roque,Argentina,-28.5667,-58.7167
San Roque,Colombia,6.4853,-75.0197
San Roque,Philippines,14.48,120.9011
San Roque,Spain,36.2097,-5.3844
San Salvador,Argentina,-31.6167,-58.5
San Salvador,El Salvador,13.6989,-89.1914
San Salvador,Mexico,20.2833,-99.0153
San Sebastian,Colombia,1.8439,-76.7717
San Sebastian,El Salvador,13.7333,-88.8333
San Sebastian,Guatemala,14.5667,-91.65
San Sebastian,Philippines,11.7,125.0167
San Sebastian,Puerto Rico,18.3356,-66.9948
San Simon,El Salvador,13.8333,-88.2333
San Simon,Philippines,14.998,120.78
San Vicente,Colombia,6.2819,-75.3322
San Vicente,Costa Rica,9.9636,-84.0454
San Vicente,Ecuador,-1.9,-79.2333
San Vicente,El Salvador,13.6453,-88.7842
San Vicente,Philippines,10.5281,119.2542
Sande,Germany,53.5022,8.0139
Sande,Norway,59.5936,10.2076
Sandur,Faroe Islands,61.8344,-6.8171
Sandur,India,15.1,76.55
Sangar,Iran,37.1811,49.6939
Sangar,Russia,63.9241,127.4739
Santa Catalina,Colombia,10.6039,-75.2878
Santa Catalina,Philippines,9.3331,122.8658
Santa Elena,Argentina,-30.95,-59.8
Santa Elena,Ecuador,-2.2267,-80.8583
Santa Elena,El Salvador,13.3833,-88.4167
Santa Elena,Honduras,14.0833,-88.1167
Santa Elena,Philippines,14.1797,122.3919
Santa Lucia,Argentina,-28.9833,-59.1
Santa Lucia,Brazil,-21.685,-48.0839
Santa Lucia,Colombia,10.3167,-74.95
Santa Lucia,Cuba,21.0281,-75.9964
Santa Lucia,Philippines,17.1222,120.4494
Santa Lucia,Uruguay,-34.4525,-56.3964
Santa Lucia,Venezuela,10.2606,-66.6639
Santa Margarita,Philippines,12.0378,124.6578
Santa Margarita,Spain,39.7033,3.1036
Santa Rita,Brazil,-7.1139,-34.9778
Santa Rita,Honduras,14.8667,-89.1
Santa Rita,Philippines,14.9953,120.6153
Santa Rita,Venezuela,10.2003,-67.5514
Santa Rosa de Lima,El Salvador,13.6167,-87.9
Santa Rosa de Lima,Guatemala,14.3881,-90.2956
Santa Rosa de Viterbo,Brazil,-21.4728,-47.3628
Santa Rosa de Viterbo,Colombia,5.8833,-72.9833
Santa Teresa,Brazil,-19.9358,-40.6
Santa Teresa,Nicaragua,11.8039,-86.1639
Santana,Brazil,-0.035,-51.175
Santana,Romania,46.35,21.5
Santana,Sao Tome and Principe,0.2583,6.7417
Santander,Philippines,9.45,123.3333
Santander,Spain,43.4628,-3.805
Santarem,Brazil,-2.43,-54.72
Santarem,Portugal,39.2339,-8.6861
Santiago,Brazil,-29.1919,-54.8669
Santiago,Chile,-33.4372,-70.6506
Santiago,Costa Rica,9.8291,-84.3044
Santiago,Dominican Republic,19.4572,-70.6889
Santiago,Mexico,25.4333,-100.1333
Santiago,Panama,8.1004,-80.9833
Santiago,Peru,-14.1892,-75.7126
Santiago,Philippines,16.6833,121.55
Santo Andre,Brazil,-23.6572,-46.5333
Santo Andre,Portugal,38.05,-8.75
Santo Antonio,Brazil,-29.8178,-50.52
Santo Antonio,Sao Tome and Principe,1.6367,7.4178
Santo Domingo,Colombia,6.4708,-75.1658
Santo Domingo,Costa Rica,9.988,-84.0686
Santo Domingo,Cuba,22.5833,-80.2383
Santo Domingo,Dominican Republic,18.4764,-69.8933
Santo Domingo,Nicaragua,12.2631,-85.0822
Santo Domingo,Philippines,15.59,120.8786
Santo Tomas,Colombia,10.7667,-74.9167
Santo Tomas,Peru,-14.451,-72.082
Santo Tomas,Philippines,14.0833,121.1833
Sao Domingos,Brazil,-13.3978,-46.3178
Sao Domingos,Cabo Verde,15.028,-23.563
Sao Pedro do Sul,Brazil,-29.6208,-54.1789
Sao Pedro do Sul,Portugal,40.75,-8.0667
Sao Tome,Brazil,-5.9728,-36.075
Sao Tome,Sao Tome and Principe,0.3361,6.7306
Sarandi,Argentina,-34.6833,-58.3333
Sarandi,Brazil,-27.9439,-52.9228
Saray,Azerbaijan,40.5322,49.7164
Saray,Turkey,41.4411,27.9216
Segou,Benin,6.6167,2.2167
Segou,Mali,13.45,-6.2667
Segovia,Colombia,7.0781,-74.7017
Segovia,Spain,40.9481,-4.1183
Sevilla,Colombia,4.2689,-75.9361
Sevilla,Philippines,9.7,124.05
Sevilla,Spain,37.24,-5.99
Shamsabad,India,17.2603,78.3969
Shamsabad,Iran,32.2983,48.4289
Sherpur,Bangladesh,24.665,89.419
Sherpur,India,25.6539,84.9793
Silao,India,25.0836,85.428
Silao,Mexico,20.9478,-101.4281
Silvania,Brazil,-16.6589,-48.6078
Silvania,Colombia,4.4033,-74.3881
Silves,Brazil,-2.8389,-58.2092
Silves,Portugal,37.1869,-8.4389
Sinop,Brazil,-11.8481,-55.6492
Sinop,Turkey,42.0267,35.1511
Sirvan,Azerbaijan,39.9323,48.9203
Sirvan,Turkey,38.0633,42.0275
Slatina,Croatia,45.7022,17.7011
Slatina,Romania,44.4297,24.3642
Slobozia,Moldova,46.7333,29.7
Slobozia,Romania,44.5639,27.3661
Soest,Germany,51.5711,8.1092
Soest,Netherlands,52.1833,5.3
Sola,Cuba,21.6744,-77.6806
Sola,Norway,58.8561,5.575
Sola,Vanuatu,-13.875,167.55
Solano,Colombia,0.6983,-75.2539
Solano,Philippines,16.5183,121.1811
Solsona,Philippines,18.0961,120.7725
Solsona,Spain,41.9944,1.5178
Soma,Japan,37.7967,140.9196
Soma,Turkey,39.1883,27.6089
Songo,Angola,-7.3496,14.85
Songo,Mozambique,-15.6142,32.7709
Sopot,Bulgaria,42.65,24.75
Sopot,Poland,54.45,18.5667
Soro,Denmark,55.4333,11.5667
Soro,India,21.29,86.69
Soure,Brazil,-0.7169,-48.5228
Soure,Portugal,40.05,-8.6333
Sripur,Bangladesh,24.2011,90.4843
Sripur,India,25.5861,86.0803
Stanley,Canada,49.1331,-98.0656
Stanley,Falkland Islands (Islas Malvinas),-51.7,-57.85
Stanley,United Kingdom,53.7145,-1.476
Sucre,Bolivia,-19.0475,-65.26
Sucre,Colombia,8.8139,-74.7253
Sucre,Ecuador,-1.26,-80.44
Sultonobod,Tajikistan,38.45,68.95
Sultonobod,Uzbekistan,40.7644,72.9764
Suran,Iran,27.2856,61.9964
Suran,Syria,35.2897,36.7433
Susa,Azerbaijan,39.7583,46.7483
Susa,Colombia,5.4528,-73.814
Tabor,Czechia,49.4144,14.6578
Tabor,Slovenia,46.2108,15.0047
Tabuk,Philippines,17.4069,121.4425
Tabuk,Saudi Arabia,28.3972,36.5789
Taki,India,22.59,88.92
Taki,Japan,34.4961,136.5462
Tala,India,24.3735,81.1989
Tala,Mexico,20.6525,-103.7028
Talas,Kyrgyzstan,42.5167,72.2333
Talas,Turkey,38.6833,35.5667
Tamba,India,17.0001,75.9934
Tamba,Japan,35.1833,135.0333
Tamboril,Brazil,-4.8319,-40.3208
Tamboril,Dominican Republic,19.48,-70.6
Tamworth,Australia,-31.0833,150.9167
Tamworth,United Kingdom,52.633,-1.695
Tarragona,Philippines,7.0491,126.4471
Tarragona,Spain,41.1187,1.2453
Tata,Hungary,47.6526,18.3238
Tata,Morocco,29.7428,-7.9725
Tena,Colombia,4.6547,-74.39
Tena,Ecuador,-0.989,-77.8159
Ternate,Indonesia,0.78,127.3819
Ternate,Philippines,14.2833,120.7167
Teruel,Colombia,2.75,-75.5667
