loc,lat,lon,country,reg
Hojambaz,38.1167,65,Turkmenistan,NA
El Paujil,1.5644,-75.3319,Colombia,NA
Ryazhsk,53.7,40.05,Russia,NA
Rosolini,36.8167,14.95,Italy,NA
Gokdepe,38.1578,57.9664,Turkmenistan,NA
Puerto Natales,-51.7333,-72.5167,Chile,NA
Enkoping,59.6356,17.0764,Sweden,NA
Loncoche,-39.3667,-72.6333,Chile,NA
Rose Hill,38.7872,-77.1085,United States,NA
Khotkovo,56.25,38,Russia,NA
Aisho,35.1688,136.2123,Japan,NA
Chagalamarri,14.9667,78.5833,India,NA
Tubbergen,52.4,6.7833,Netherlands,NA
Schramberg,48.2269,8.3842,Germany,NA
El Bazouriye,33.2539,35.2717,Lebanon,NA
Prudnik,50.3228,17.5767,Poland,NA
Givors,45.5906,4.7689,France,NA
Elverum,60.8819,11.5623,Norway,NA
Hafshejan,32.2269,50.7931,Iran,NA
Chodavaram,17.8333,82.95,India,NA
Mandza,-11.4167,43.3,Comoros,NA
Tarko-Sale,64.9167,77.8,Russia,NA
Galugah,36.7272,53.8089,Iran,NA
Metahara,8.9,39.9167,Ethiopia,NA
Naraura,28.1967,78.3814,India,NA
Kutna Hora,49.9483,15.2683,Czechia,NA
Traunreut,47.9667,12.5833,Germany,NA
Secaucus,40.781,-74.0659,United States,NA
Holiday,28.1864,-82.7429,United States,NA
Cumaral,4.2694,-73.4864,Colombia,NA
Orleaes,-28.3589,-49.2908,Brazil,NA
Cugir,45.8436,23.3636,Romania,NA
Guimar,28.315,-16.41,Spain,NA
Navalpattu,10.7557,78.6064,India,NA
Tizi-n-Bechar,36.4311,5.36,Algeria,NA
Matsuura,33.3333,129.7167,Japan,NA
Soltau,52.9833,9.8333,Germany,NA
Mi'eso,9.2333,40.75,Ethiopia,NA
Somers,41.3056,-73.7252,United States,NA
Ambinanindrano,-20.6833,47.5667,Madagascar,NA
Lehara,26.1515,86.1034,India,NA
Karaiyampudur,11.0077,77.2942,India,NA
Mukilteo,47.9096,-122.3035,United States,NA
Sanxing,24.6739,121.6631,Taiwan,NA
Pio XII,-3.8939,-45.17,Brazil,NA
Aigio,38.25,22.0833,Greece,NA
Gross-Umstadt,49.8667,8.9333,Germany,NA
Kitcharao,9.4581,125.5756,Philippines,NA
Teteven,42.9167,24.2667,Bulgaria,NA
Sao Joao,-8.8758,-36.3669,Brazil,NA
Itapecerica,-20.4728,-45.1258,Brazil,NA
Colleferro,41.7333,13.0167,Italy,NA
Lorton,38.6983,-77.2164,United States,NA
Los Vilos,-31.9167,-71.5167,Chile,NA
Sestu,39.2994,9.0918,Italy,NA
Recanati,43.4,13.55,Italy,NA
Narkher,21.4383,78.5683,India,NA
Sessa Aurunca,41.2333,13.9333,Italy,NA
Umrapur,24.5863,87.9294,India,NA
Nagamangala,12.8194,76.7546,India,NA
Pompeia,-22.1089,-50.1719,Brazil,NA
Silva Jardim,-22.6508,-42.3919,Brazil,NA
Park Forest,41.4817,-87.6867,United States,NA
Beaune,47.025,4.8397,France,NA
Bad Schwartau,53.9194,10.6975,Germany,NA
Skive,56.5667,9.0333,Denmark,NA
Gryfino,53.2531,14.4875,Poland,NA
Bananeiras,-6.75,-35.6328,Brazil,NA
Varadero,23.1394,-81.2861,Cuba,NA
Coswig,51.1333,13.5833,Germany,NA
Shisui,35.7249,140.2695,Japan,NA
Schenefeld,53.6028,9.8233,Germany,NA
Kaltan,53.5167,87.2833,Russia,NA
Luban,51.1181,15.2889,Poland,NA
Mobetsu,44.3564,143.3544,Japan,NA
Garforth,53.792,-1.388,United Kingdom,NA
Aralik,39.8728,44.5192,Turkey,NA
Lyskovo,56.0289,45.0361,Russia,NA
Mitry-Mory,48.9839,2.6164,France,NA
Youganning,34.7356,101.5978,China,NA
Belovodskoe,42.83,74.1,Kyrgyzstan,NA
Katakos,25.3339,87.6715,India,NA
Asarganj,25.15,86.68,India,NA
Daboh,26.0024,78.8766,India,NA
Akonolinga,3.7667,12.25,Cameroon,NA
Oshoba,40.7347,70.4417,Tajikistan,NA
Matanga,-23.5167,47.55,Madagascar,NA
Algete,40.5978,-3.5003,Spain,NA
Krishnapur,24.4123,88.2582,India,NA
Puzol,39.6167,-0.3011,Spain,NA
Lugait,8.3411,124.2592,Philippines,NA
Injibara,10.95,36.9333,Ethiopia,NA
Araripe,-7.2128,-40.0458,Brazil,NA
Voiron,45.3642,5.5906,France,NA
Jiangjiadong,24.4985,112.8397,China,NA
Silverdale,47.6663,-122.6828,United States,NA
Carei,47.6839,22.4669,Romania,NA
Tanhacu,-14.0208,-41.2478,Brazil,NA
Traunstein,47.8667,12.6333,Germany,NA
Bruchkobel,50.1833,8.9167,Germany,NA
Sadpur,25.4758,86.3786,India,NA
Kattanam,9.1833,76.55,India,NA
Pushchino,54.8333,37.6167,Russia,NA
Musselburgh,55.942,-3.054,United Kingdom,NA
Bulach,47.5167,8.5333,Switzerland,NA
Nerekhta,57.45,40.5833,Russia,NA
Dupax del Sur,16.2842,121.0917,Philippines,NA
Manuel Tames,20.1803,-75.0514,Cuba,NA
Monte Siao,-22.4328,-46.5728,Brazil,NA
Vittal,12.766,75.122,India,NA
Alfena,41.2381,-8.5253,Portugal,NA
Huseni,26.3768,84.7952,India,NA
Palavur,8.2055,77.5755,India,NA
Cranendonck,51.2853,5.5881,Netherlands,NA
Rio Maior,39.3333,-8.9333,Portugal,NA
Nizampatam,15.9,80.6667,India,NA
Hindang,10.4339,124.7278,Philippines,NA
Selden,40.8714,-73.0466,United States,NA
Moorestown,39.9784,-74.9413,United States,NA
Aguadas,5.6167,-75.4667,Colombia,NA
Lucelia,-21.7203,-51.0189,Brazil,NA
Fierenana,-18.55,45.85,Madagascar,NA
Adigaratti,11.3357,76.6971,India,NA
Erval d'Oeste,-27.1939,-51.495,Brazil,NA
Ferentino,41.6833,13.25,Italy,NA
Brezno,48.8039,19.6436,Slovakia,NA
Itororo,-15.1169,-40.07,Brazil,NA
Montecristo,8.2994,-74.4756,Colombia,NA
Carrboro,35.9259,-79.0878,United States,NA
Chokkampatti,9.1259,77.3634,India,NA
Peritoro,-4.3828,-44.3328,Brazil,NA
Gannavaram,16.5333,80.8,India,NA
Shazand,33.9275,49.4117,Iran,NA
Sadao,6.6386,100.424,Thailand,NA
Hirekerur,14.4551,75.3952,India,NA
Bobonong,-21.9704,28.4233,Botswana,NA
Baixa Grande,-11.96,-40.1678,Brazil,NA
Westborough,42.2681,-71.614,United States,NA
Komatipoort,-25.4333,31.95,South Africa,NA
Sapone,12.0528,-1.6036,Burkina Faso,NA
San Salvo,42.0455,14.7315,Italy,NA
Loanda,-22.9228,-53.1369,Brazil,NA
Gauting,48.0678,11.3739,Germany,NA
Hancha,37.8572,109.4972,China,NA
Cauto Cristo,20.5619,-76.4694,Cuba,NA
Anping,39.7034,116.8954,China,NA
Varkaus,62.3167,27.8917,Finland,NA
Seria,4.6141,114.3302,Brunei,NA
Ghatkesar,17.4494,78.6853,India,NA
Bastos,-21.9167,-50.7333,Brazil,NA
Bezhetsk,57.7667,36.7,Russia,NA
Stange,60.6494,11.3664,Norway,NA
Antanambao,-19.6667,47.3333,Madagascar,NA
Diamantino,-14.4089,-56.4458,Brazil,NA
East Moline,41.5199,-90.3879,United States,NA
Ambalavato,-22.9667,47.4667,Madagascar,NA
Lino Lakes,45.1679,-93.083,United States,NA
Wipperfurth,51.1167,7.4,Germany,NA
Tsarasaotra,-20.4333,47.2333,Madagascar,NA
Tittagudi,11.4167,79.1167,India,NA
Palashi,23.7898,88.2583,India,NA
Xinnongcun,42.2357,122.9455,China,NA
Oulad Embarek,32.2833,-6.4667,Morocco,NA
Suaza,1.9833,-75.8167,Colombia,NA
Bologoye,57.8833,34.05,Russia,NA
Al Brouj,32.505,-7.1927,Morocco,NA
Nahorkatiya,27.2891,95.3418,India,NA
Aguinaldo,16.9789,121.3272,Philippines,NA
Sahamadio,-22.5167,47.5667,Madagascar,NA
Goris,39.5078,46.3386,Armenia,NA
Luisiana,14.185,121.5109,Philippines,NA
Taperoa,-13.5378,-39.0989,Brazil,NA
Quirima,-10.9,18.0833,Angola,NA
Welench'iti,8.6667,39.4333,Ethiopia,NA
Bambalang,5.8867,10.5331,Cameroon,NA
Carlos Casares,-35.6167,-61.3667,Argentina,NA
El Calafate,-50.3333,-72.2833,Argentina,NA
Villapinzon,5.2167,-73.6,Colombia,NA
Schifferstadt,49.3833,8.3667,Germany,NA
Brummen,52.0833,6.15,Netherlands,NA
Frondenberg,51.4719,7.7658,Germany,NA
Karaagac,36.5667,36.1333,Turkey,NA
Skegness,53.1436,0.3428,United Kingdom,NA
Mariani,26.67,94.33,India,NA
Damua,22.1929,78.467,India,NA
Camanducaia,-22.755,-46.145,Brazil,NA
Vikhorevka,56.1167,101.1667,Russia,NA
Andolofotsy,-18.75,46.6333,Madagascar,NA
Hyde Park,41.8011,-73.906,United States,NA
Jangy-Nookat,40.25,72.55,Kyrgyzstan,NA
Ampanety,-18.975,47.4944,Madagascar,NA
Bohumin,49.9042,18.3575,Czechia,NA
Werdau,50.7333,12.3833,Germany,NA
Milwaukie,45.4445,-122.6219,United States,NA
Jatara,25.0096,79.0487,India,NA
Furano,43.342,142.3832,Japan,NA
Trecate,45.4333,8.7333,Italy,NA
Aurad,18.254,77.4176,India,NA
Imi n'Oulaoun,31.3094,-6.4992,Morocco,NA
Payson,40.0355,-111.739,United States,NA
Cherakhera,25.6869,86.4187,India,NA
Khampat,23.7823,94.1442,Myanmar,NA
Sidi Taibi,34.1917,-6.6845,Morocco,NA
Sirnia,25.4903,87.5892,India,NA
Kochas,25.234,83.9215,India,NA
Sotouboua,8.5667,0.9833,Togo,NA
Elektrougli,55.7167,38.2,Russia,NA
Vyskov,49.2775,16.9989,Czechia,NA
Toguchin,55.2333,84.4167,Russia,NA
Pindobacu,-10.7428,-40.3628,Brazil,NA
Pajara,28.35,-14.1,Spain,NA
Fiadanana,-20.4333,48.3833,Madagascar,NA
Alcudia,39.8525,3.1192,Spain,NA
Torqabeh,36.3103,59.3736,Iran,NA
Steinhagen,52.005,8.4147,Germany,NA
El Reten,10.6167,-74.2667,Colombia,NA
Sysert,56.5,60.8167,Russia,NA
Pathrajolhania,26.1369,86.6614,India,NA
Ambohipandrano,-19.15,47.3667,Madagascar,NA
Esperalvillo,18.82,-70.03,Dominican Republic,NA
Palkonda,18.6,83.75,India,NA
Cho Phuoc Hai,10.4283,107.2953,Vietnam,NA
Lindenwold,39.8173,-74.9898,United States,NA
Alampalaiyam,11.3635,77.7677,India,NA
Candiac,45.38,-73.52,Canada,NA
Andal,23.6,87.2,India,NA
Sokal,50.4833,24.2833,Ukraine,NA
Sitampiky,-16.6667,46.1,Madagascar,NA
Bni Rzine,35.0108,-4.7262,Morocco,NA
Karianga,-22.4167,47.3667,Madagascar,NA
Ankililoaka,-22.7667,43.6167,Madagascar,NA
Ambondro,-25.25,45.8333,Madagascar,NA
Tsiamalao,-15.05,48.45,Madagascar,NA
Abano Terme,45.3603,11.79,Italy,NA
Oro-Medonte,44.5667,-79.5833,Canada,NA
Chelak,39.9203,66.8611,Uzbekistan,NA
Banting,5.7167,120.9,Philippines,NA
Clemmons,36.0319,-80.3861,United States,NA
Liubotyn,49.9489,35.9306,Ukraine,NA
Soanindrariny,-19.9,47.2333,Madagascar,NA
Luckenwalde,52.0833,13.1667,Germany,NA
Bugalagrande,4.2167,-76.1667,Colombia,NA
Piedra Blanca,18.8438,-70.3157,Dominican Republic,NA
Klaukkala,60.382,24.7492,Finland,NA
Ampasimatera,-15.9333,47.75,Madagascar,NA
Morafeno,-15.4833,48.2,Madagascar,NA
Zaliohouan,6.7833,-6.2333,Cote d'Ivoire,NA
Osmaneli,40.35,30.0167,Turkey,NA
Barki Saria,24.1759,85.8894,India,NA
Az Zuwaytinah,30.9522,20.1203,Libya,NA
Dudinka,69.4064,86.1764,Russia,NA
Pulicat,13.4161,80.3168,India,NA
Tongobory,-23.5167,44.3333,Madagascar,NA
Palma del Rio,37.7,-5.2833,Spain,NA
El Coco,8.8834,-79.8332,Panama,NA
Nurota,40.565,65.685,Uzbekistan,NA
Hualqui,-36.96,-72.93,Chile,NA
Alto-Cuilo,-8.2371,19.5238,Angola,NA
Lambari,-21.9758,-45.35,Brazil,NA
Roshal,55.6667,39.8833,Russia,NA
Teghra English,25.4072,87.741,India,NA
Cacongo,-5.2333,12.1333,Angola,NA
Varennes,45.6833,-73.4333,Canada,NA
Koskapur,26.0216,87.2279,India,NA
Merrick,40.6515,-73.5535,United States,NA
Kyaukpyu,19.4264,93.5458,Myanmar,NA
Arnaud,18.45,-73.3833,Haiti,NA
Torhout,51.0661,3.1014,Belgium,NA
Madre de Deus,-12.7408,-38.6208,Brazil,NA
Achampet,16.6299,80.1213,India,NA
Enger,52.1333,8.5667,Germany,NA
San Guillermo,16.7244,121.81,Philippines,NA
Bholsar,25.2133,87.2147,India,NA
Mossingen,48.4064,9.0575,Germany,NA
Ripley,53.05,-1.407,United Kingdom,NA
Nordlingen,48.8511,10.4883,Germany,NA
Banganapalle,15.3167,78.2331,India,NA
Nidderau,50.25,8.9,Germany,NA
Bussolengo,45.4667,10.85,Italy,NA
Mae Sai,20.4333,99.8833,Thailand,NA
Rangra,25.3803,87.1866,India,NA
Debark',13.1333,37.9,Ethiopia,NA
Pedra,-8.5006,-36.9456,Brazil,NA
Guara,-20.4283,-47.8242,Brazil,NA
Nizhniy Lomov,53.5167,43.6667,Russia,NA
Purranque,-40.9167,-73.1667,Chile,NA
Punturin,14.7381,120.9978,Philippines,NA
Paldorak,40.4833,69.3,Tajikistan,NA
Quela,-9.3833,17.05,Angola,NA
Oderzo,45.7808,12.4928,Italy,NA
Sonkach,22.9717,76.3467,India,NA
Xo`jaobod,40.6653,72.5667,Uzbekistan,NA
Kuknur,15.49,75.9914,India,NA
Bandar-e Gaz,36.7742,53.9481,Iran,NA
Veresegyhaz,47.6505,19.283,Hungary,NA
Moniquira,5.9167,-73.5,Colombia,NA
Harvey,29.8876,-90.0666,United States,NA
Bhainsdehi,21.6449,77.6302,India,NA
Narwar,25.6439,77.9129,India,NA
Dillingen,49.35,6.7333,Germany,NA
Madukkur,10.48,79.4,India,NA
Baroda,25.5,76.65,India,NA
Beldaur,25.5947,86.7909,India,NA
'Ain el Hammam,36.5714,4.3097,Algeria,NA
Sanchez,19.2282,-69.6128,Dominican Republic,NA
Zestaponi,42.1083,43.0417,Georgia,NA
Herborn,50.6825,8.3061,Germany,NA
Vico Equense,40.6667,14.4333,Italy,NA
Kurovskoye,55.5833,38.9167,Russia,NA
Cercado Abajo,18.73,-71.52,Dominican Republic,NA
Rio Rico,31.4957,-110.9885,United States,NA
Kamamaung,17.3469,97.6528,Myanmar,NA
Ubaitaba,-14.3128,-39.3228,Brazil,NA
Guacima,9.9613,-84.2588,Costa Rica,NA
Wuustwezel,51.3833,4.6,Belgium,NA
Gerlingen,48.8,9.0653,Germany,NA
Morauna,26.1706,86.4231,India,NA
Chennimalai,11.1638,77.6039,India,NA
Wildeshausen,52.9,8.4333,Germany,NA
Vinany,-19.6167,46.4833,Madagascar,NA
Samaca,5.5,-73.4833,Colombia,NA
Kremenets,50.1081,25.7275,Ukraine,NA
Yangping,27.7607,100.6614,China,NA
Ovejas,9.5,-75.1667,Colombia,NA
Pico Truncado,-46.795,-67.955,Argentina,NA
Schortens,53.5333,7.95,Germany,NA
Sotomayor,1.4933,-77.5214,Colombia,NA
Balugan,19.7333,85.2167,India,NA
East Pennsboro,40.2886,-76.9394,United States,NA
Buinsk,54.9667,48.2833,Russia,NA
Gamboma,-1.8764,15.8644,Congo,NA
Wade Hampton,34.8821,-82.3336,United States,NA
Coquimatlan,19.2038,-103.8086,Mexico,NA
Vadamadurai,10.4408,78.0978,India,NA
Ozark,37.0365,-93.2158,United States,NA
Honnali,14.2399,75.6474,India,NA
Pertuis,43.695,5.5036,France,NA
Horten,59.4208,10.4328,Norway,NA
Makakilo,21.3591,-158.0813,United States,NA
Kolaras,25.2193,77.6117,India,NA
Derinkuyu,38.3736,34.7347,Turkey,NA
Miches,18.98,-69.05,Dominican Republic,NA
Mavalli,14.1,74.4833,India,NA
Olenegorsk,68.15,33.2833,Russia,NA
Valkeakoski,61.2667,24.0333,Finland,NA
Kiseljak,43.9431,18.0775,Bosnia and Herzegovina,NA
Skanderborg,56.0417,9.925,Denmark,NA
Hexiang,19.5285,109.6354,China,NA
Serro,-18.605,-43.3789,Brazil,NA
Mahinawan,26.0208,86.1672,India,NA
Boussu,50.4331,3.7961,Belgium,NA
Carcagente,39.1222,-0.4489,Spain,NA
Letlhakane,-21.4167,25.5833,Botswana,NA
Blieskastel,49.2333,7.25,Germany,NA
Ellamanda,16.1847,80.0546,India,NA
Matheu,-34.3667,-58.8333,Argentina,NA
Junqueiropolis,-21.5147,-51.4336,Brazil,NA
Carquefou,47.2969,-1.4928,France,NA
Hassloch,49.35,8.25,Germany,NA
Capinzal,-27.3439,-51.6119,Brazil,NA
Cugnaux,43.5378,1.3436,France,NA
Grayslake,42.3405,-88.0338,United States,NA
Jicome,19.65,-70.95,Dominican Republic,NA
Karmana,40.1422,65.3625,Uzbekistan,NA
Wachtberg,50.6242,7.1322,Germany,NA
Samboan,9.5288,123.3064,Philippines,NA
Hanmayingcun,41.2636,117.8596,China,NA
Willmar,45.1216,-95.0569,United States,NA
Aomar,36.5,3.7833,Algeria,NA
Falakata,26.53,89.2,India,NA
Archena,38.115,-1.2992,Spain,NA
Husainpur,31.3387,75.1969,India,NA
Feltre,46.0186,11.91,Italy,NA
Pacatu,-11.9578,-38.975,Brazil,NA
Tamandare,-8.76,-35.105,Brazil,NA
Dharmkot,30.9456,75.2324,India,NA
Ubaira,-13.2678,-39.6628,Brazil,NA
Murrysville,40.4456,-79.6554,United States,NA
Giovinazzo,41.1833,16.6667,Italy,NA
Kotekara,12.7929,74.8722,India,NA
Lebedinovka,42.88,74.68,Kyrgyzstan,NA
Suroth,26.8098,77.147,India,NA
Zulpich,50.7,6.65,Germany,NA
Bladel,51.3667,5.2167,Netherlands,NA
Kortenberg,50.8833,4.5333,Belgium,NA
Tielt,50.9989,3.3258,Belgium,NA
Kihihi,-0.7489,29.7003,Uganda,NA
Sivasli,38.4833,29.6833,Turkey,NA
Polonne,50.1167,27.5167,Ukraine,NA
Kawayan,11.7,124.3667,Philippines,NA
Vinjamur,14.833,79.583,India,NA
Nadikude,16.5941,79.7167,India,NA
Dumbarton,55.95,-4.5667,United Kingdom,NA
Pontassieve,43.775,11.4375,Italy,NA
Scobinti,47.3833,26.9333,Romania,NA
Lastra a Signa,43.7667,11.1,Italy,NA
Sint-Andries,51.2,3.1833,Belgium,NA
Dugulubgey,43.65,43.55,Russia,NA
Mattigiri,12.698,77.8083,India,NA
Ghafurov,40.22,69.73,Tajikistan,NA
Sidhapa,26.5355,86.3355,India,NA
Tala Yfassene,36.4583,5.0889,Algeria,NA
Arroyo Seco,-33.1667,-60.5,Argentina,NA
Gyomro,47.425,19.3977,Hungary,NA
Parma Heights,41.3865,-81.7637,United States,NA
Illapel,-31.6333,-71.1667,Chile,NA
Somanya,6.1039,-0.015,Ghana,NA
Mougins,43.6,6.9947,France,NA
Banaue,16.9119,121.0614,Philippines,NA
Luacano,-11.2167,21.65,Angola,NA
Nova Granada,-20.5339,-49.3139,Brazil,NA
Sivrihisar,39.45,31.5378,Turkey,NA
Chachahuantla,20.2756,-98.1503,Mexico,NA
Dolyna,48.9703,24.0108,Ukraine,NA
Na Klang,17.3043,102.1964,Thailand,NA
Blansko,49.3631,16.6431,Czechia,NA
Fonte Boa,-2.5139,-66.0917,Brazil,NA
Elvas,38.8667,-7.15,Portugal,NA
Pukhrayan,26.23,79.85,India,NA
Senica,48.6806,17.3667,Slovakia,NA
Melena del Sur,22.7881,-82.1512,Cuba,NA
Zhangatas,43.5705,69.7335,Kazakhstan,NA
Mohammadabad,28.6689,59.0733,Iran,NA
Iriona,15.9694,-85.0933,Honduras,NA
Green Valley,31.8393,-111.0009,United States,NA
Cartaya,37.2833,-7.15,Spain,NA
Mantsala,60.6331,25.3167,Finland,NA
Campestre,-21.7108,-46.2458,Brazil,NA
Quaregnon,50.4333,3.8667,Belgium,NA
Sondiha,24.895,87.0175,India,NA
Xionglin,24.7742,121.0964,Taiwan,NA
Foya Tangia,8.2713,-10.2283,Liberia,NA
Sugaon,26.7317,84.7629,India,NA
Monte Azul,-15.1553,-42.8589,Brazil,NA
Stadtlohn,51.9925,6.915,Germany,NA
Senapparetti,10.9625,78.1132,India,NA
Katpadi,12.9695,79.1455,India,NA
Kekem,5.1667,10.0333,Cameroon,NA
Yakkabog`,38.98,66.68,Uzbekistan,NA
Meinerzhagen,51.1167,7.6333,Germany,NA
Sapang Dalaga,8.55,123.5667,Philippines,NA
Menaka,15.9167,2.4,Mali,NA
Lincolnia,38.8158,-77.1543,United States,NA
North Ogden,41.3123,-111.9584,United States,NA
Pozanti,37.4278,34.8711,Turkey,NA
Sabanitas,9.34,-79.8,Panama,NA
Nootdorp,52.0333,4.4,Netherlands,NA
Mead Valley,33.8333,-117.2852,United States,NA
Caoayan,17.5469,120.3831,Philippines,NA
Sidi Chiker,31.7453,-8.7069,Morocco,NA
Horstel,52.2972,7.5861,Germany,NA
Pastores,14.5967,-90.7547,Guatemala,NA
Shimogamo,34.6795,138.9453,Japan,NA
Cittadella,45.65,11.7833,Italy,NA
Cirencester,51.719,-1.968,United Kingdom,NA
Gaeta,41.2167,13.5667,Italy,NA
Pendembu,8.1,-10.7,Sierra Leone,NA
Botevgrad,42.9073,23.7937,Bulgaria,NA
Coolbaugh,41.1837,-75.4386,United States,NA
Hailsham,50.8647,0.2577,United Kingdom,NA
Rocky Hill,41.6572,-72.6632,United States,NA
Arhavi,41.3333,41.3,Turkey,NA
Sabaudia,41.2998,13.0248,Italy,NA
Duderstadt,51.5125,10.2597,Germany,NA
Wasaga Beach,44.5206,-80.0167,Canada,NA
Adrian,41.8994,-84.0447,United States,NA
Rhenen,51.9667,5.5667,Netherlands,NA
Lannion,48.7325,-3.4553,France,NA
Alagoa Nova,-7.0473,-35.754,Brazil,NA
Mill Creek,47.8631,-122.2037,United States,NA
Chapulhuacan,21.1547,-98.9039,Mexico,NA
Bagou,10.8147,2.7164,Benin,NA
Encantado,-29.2358,-51.87,Brazil,NA
Murphy,33.0186,-96.6105,United States,NA
Harpalpur,25.2877,79.3328,India,NA
Gandujie,35.8908,102.3272,China,NA
Dingolfing,48.6333,12.5,Germany,NA
Ban Tha Pha,13.8437,99.8681,Thailand,NA
Bulnes,-36.7333,-72.3,Chile,NA
Maranchi,25.3544,85.9919,India,NA
Miandrivazo,-19.5239,45.4573,Madagascar,NA
Jefferson,41.0003,-74.5531,United States,NA
South St. Paul,44.8877,-93.0411,United States,NA
Senec,48.2189,17.3997,Slovakia,NA
Kapay,8.0833,124.4,Philippines,NA
Lubalo,-9.15,19.2833,Angola,NA
Bilgi,16.3472,75.6181,India,NA
Karlapalem,15.9333,80.55,India,NA
Muong Lay,22.0678,103.1506,Vietnam,NA
Suwanee,34.0508,-84.0686,United States,NA
Beroun,49.9642,14.0739,Czechia,NA
Bobrov,51.1,40.0333,Russia,NA
Coronado,32.6649,-117.1604,United States,NA
Pohadi,26.0809,86.2831,India,NA
Mazinde,-4.8073,38.2118,Tanzania,NA
Itanhem,-17.1658,-40.33,Brazil,NA
Nalua,22.1051,88.4619,India,NA
Sultanhisar,37.8897,28.1575,Turkey,NA
Hiddenhausen,52.1667,8.6167,Germany,NA
Mar''ina Horka,53.5167,28.1417,Belarus,NA
Pak Phanang,8.3538,100.2023,Thailand,NA
Mbala,-8.8333,31.3833,Zambia,NA
Libertyville,42.287,-87.967,United States,NA
Nishigo,37.1417,140.1554,Japan,NA
Spennymoor,54.7,-1.59,United Kingdom,NA
Kawambwa,-9.7914,29.0789,Zambia,NA
Mealhada,40.3833,-8.45,Portugal,NA
Bhasawar,27.0361,77.0528,India,NA
Coronel Vivida,-25.98,-52.5678,Brazil,NA
New Glasgow,45.5926,-62.6455,Canada,NA
Cordeiro,-22.0289,-42.3608,Brazil,NA
Goraya,31.1241,75.7724,India,NA
Salvaterra,-0.7528,-48.5169,Brazil,NA
Makhtal,16.5012,77.5156,India,NA
Douar Lamrabih,34.8167,-5.8167,Morocco,NA
Sidi Jaber,32.3833,-6.4167,Morocco,NA
Tullahoma,35.3721,-86.2172,United States,NA
Sunchales,-30.9333,-61.5667,Argentina,NA
Aldan,58.6167,125.4167,Russia,NA
Hashtrud,37.4714,47.0583,Iran,NA
Ryuyo,34.6783,137.8167,Japan,NA
Gjovik,60.7957,10.6915,Norway,NA
Casarano,40.0167,18.1667,Italy,NA
Nikolsk,53.7167,46.0667,Russia,NA
Veroli,41.6833,13.4167,Italy,NA
Harmanli,41.9333,25.9,Bulgaria,NA
Samthar,25.84,78.9,India,NA
Bibai,43.3329,141.8538,Japan,NA
Gioia Tauro,38.4333,15.9,Italy,NA
Susaki,33.3925,133.2931,Japan,NA
Rosamond,34.8658,-118.2155,United States,NA
New Canaan,41.1592,-73.4992,United States,NA
Mundra,22.85,69.73,India,NA
Qagan Us,36.3972,98.012200000000007,China,NA
Ain Cheggag,33.8833,-5.0333,Morocco,NA
Timana,1.9833,-75.95,Colombia,NA
Schwanewede,53.2333,8.6,Germany,NA
Marquette,46.544,-87.4082,United States,NA
Kurshab,40.6917,73.1889,Kyrgyzstan,NA
Ramchandrapur,23.9208,88.3621,India,NA
Namegawa,36.066,139.361,Japan,NA
Miracatu,-24.2808,-47.46,Brazil,NA
Altonia,-23.8739,-53.9019,Brazil,NA
Wilmot,43.4,-80.65,Canada,NA
Loutete,-4.2961,13.8508,Congo,NA
Laboulaye,-34.1167,-63.4,Argentina,NA
Rawicz,51.6092,16.8575,Poland,NA
Caracarai,1.8158,-61.1278,Brazil,NA
Teonthar,24.9821,81.6419,India,NA
Battle Ground,45.7766,-122.5413,United States,NA
Bouguenais,47.1775,-1.6214,France,NA
Kothia,25.7612,84.8811,India,NA
Tyrnyauz,43.4,42.9167,Russia,NA
Pleszew,51.8833,17.7833,Poland,NA
Wittmund,53.575,7.7808,Germany,NA
Bayt Ummar,31.6214,35.1022,Palestine,NA
Ban Patong,7.8931,98.2983,Thailand,NA
Khvansar,33.2206,50.315,Iran,NA
Nova Xavantina,-14.6728,-52.3528,Brazil,NA
Rifadpur,25.2635,87.4157,India,NA
Sakae,35.8408,140.2439,Japan,NA
Letterkenny,54.9566,-7.7203,Ireland,NA
Chodziez,52.9833,16.9,Poland,NA
Sacile,45.9667,12.5,Italy,NA
Baskil,38.5697,38.8231,Turkey,NA
Cinfaes,41.1,-8.1333,Portugal,NA
Seydi,39.4167,62.9,Turkmenistan,NA
Tondi,9.7417,79.0177,India,NA
Pleasantville,39.39,-74.5169,United States,NA
Stephenville,32.2147,-98.2205,United States,NA
Yorkville,41.6563,-88.4507,United States,NA
Chandragiri,13.5833,79.3167,India,NA
Gostyn,51.8792,17.0125,Poland,NA
Sartalillo,9.9759,-84.0232,Costa Rica,NA
Becerril,9.7,-73.2833,Colombia,NA
Dorchester,50.7154,-2.4367,United Kingdom,NA
Bad Waldsee,47.9211,9.7519,Germany,NA
Karlshamn,56.1667,14.85,Sweden,NA
Garhshankar,31.2154,76.1415,India,NA
Takanabe,32.128,131.5033,Japan,NA
Taslicay,39.6333,43.3778,Turkey,NA
Marahra,27.75,78.5667,India,NA
Puerto Quito,0.1272,-79.2531,Ecuador,NA
Muzambinho,-21.3758,-46.5258,Brazil,NA
Uetze,52.4661,10.2039,Germany,NA
Beforona,-18.9667,48.5833,Madagascar,NA
West St. Paul,44.9018,-93.0858,United States,NA
Pargi,17.1756,77.8781,India,NA
